title,Abstract,year
"Robust Design Using Preference Aggregation Methods","Robust design is a methodology for improving the quality of a product or process by minimizing the effect of variations in the inputs without eliminating the causes of those variations. In robust design, the best design is obtained by solving a multicriteria optimization problem, trading off the nominal performance against the minimization of the variation of the performance measure. Because these methods often combine the two criteria with a weighted sum or another fixed aggregation strategy, which are known to miss Pareto points, they may fail to obtain a desired design. To overcome this inadequacy, a more comprehensive preference aggregation method is combined into robust design. Two examples are presented to illustrate the effectiveness of the proposed method.",2003
"Non-Gradient Based Parameter Sensitivity Estimation for Robust Design Optimization","We present a method for estimating the parameter sensitivity of a design alternative for use in robust design optimization. The method is non-gradient based: it is applicable even when the objective function of an optimization problem is non-differentiable and/or discontinuous with respect to the parameters. Also, the method does not require a presumed probability distribution for parameters, and is still valid when parameter variations are large. The sensitivity estimate is developed based on the concept that associated with each design alternative there is a region in the parameter variation space whose properties can be used to predict that design’s sensitivity. Our method estimates such a region using a worst-case scenario analysis and uses that estimate in a bi-level robust optimization approach. We present a numerical and an engineering example to demonstrate the applications of our method.",2003
"Product Platform Design and Optimization: Status and Promise","In an effort to improve customization for today’s highly competitive global marketplace, many companies are utilizing product families to increase variety, shorten lead-times, and reduce costs. The key to a successful product family is the product platform from which it is derived either by adding, removing, or substituting one or more modules to the platform or by scaling the platform in one or more dimensions to target specific market niches. This nascent field of engineering design research has matured rapidly in the past decade, and this paper provides an extensive review of the research activity that has occurred during that time to facilitate product platform design and optimization. Techniques for identifying platform leveraging strategies within a product family are reviewed along with optimization-based approaches to help automate the design of a product platform and its corresponding family of products. Examples from both industry and academia are presented throughout the paper to highlight the benefits of platform-based product development, and the paper concludes with a discussion of promising research directions to help bridge the gap between planning and managing families of products and designing and manufacturing them.",2003
"Optimal Design Methodology of Common Components for a Class of Products: Its Foundations and Promise","This paper discusses the optimal design of common components used for a class of products. While simultaneously designing multiple products has become an important concept in manufacturing in these days, alliances involved in such activities are extended from the traditional form. This means the existence of a chance that an integrator designs a set of components apart from particular products or a supplier commonalizes components independently from integrators. That is, any methodology for simultaneously designing a set of components becomes necessary behind ones for simultaneously designing a set of products. This paper formulates the design problem of common components as an optimization problem, investigates the condition of optimal design through the tradeoff among the level of system-level performance, the number of different components, etc. Then a computational procedure is configured for optimizing the commonalization of components apart from designing a particular set of products by using multivariate analysis, an optimization code based on mini-max operation and a genetic algorithm for constrained nonlinear mathematical programming. Finally the proposed optimization procedure is preliminarily applied to a design problem of liftgate dumpers for passenger cars for demonstrating the meaning of the levels of optimal design and tradeoff structure.",2003
"Internet Based Framework to Perform Automated FEA on User Customized Products","Designing family of products require analysis and evaluation of performance for the entire product family. In the past, products were mainly mass-produced hence the use of CAD/CAE was restricted to developing and analyzing individual products. Since the products offered using a platform approach include a variety of products built upon a common platform, CAD/CAE tools need to be explored further to assist in customization of products according to the customer needs. In this paper we investigate the development of a Product Family FEA (PFFEA) module that can support FEA analysis of user customized product families members. Customer specifications for family members are gathered using the internet, users are allowed to scale and change configurations of products. These specifications are then used to automatically generate 3D solid models of the product and then perform FEA to determine feasibility of the customer specified product. In this paper, development of the PFFEA module is illustrated using a family of lawn trimmer and edger. The PFFEA module uses Pro/E to generate the solid model and ANSYS as the base FEA software.",2003
"Production Cost Modeling to Support Product Family Design Optimization","Product family design involves carefully balancing the commonality of the product platform with the distinctiveness of the individual products in the family. While a variety of optimization methods have been developed to help designers determine the best design variable settings for the product platform and individual products within the family, production costs are thought to be an important criterion to choose the best platform among candidate platform designs. Thus, it is prerequisite to have an appropriate production cost model to be able to estimate the production costs incurred by having common and variant components within a product family. In this paper, we propose a production cost model based on a production cost framework associated with the manufacturing activities. The production cost model can be easily integrated within optimization frameworks to support a Decision-Based Design approach for product family design. As an example, the production cost model is utilized to estimate the production costs of a family of cordless power screwdrivers.",2003
"Product Family and Platform Portfolio Optimization","In this paper, a methodology is presented to determine the optimum number of product platforms to maximize overall product family profit with simplifying assumptions. This methodology is attempting to aid various manufacturing industries who are seeking ways to reduce product family manufacturing costs and development times through implementation of platform strategies. The methodology is based on a target market segment analysis, market leader’s performance vs. price position, and a two-level optimization approach for platform and variant designs. The proposed methodology is demonstrated for a hypothetical automotive vehicle family that attempts to serve seven different vehicle market segments. It is found that the use of three distinct platforms maximizes overall profit by pursuing primarily a horizontal leveraging strategy.",2003
"Dimensional Adjustment for Assemblability of Rapid Protoyped Parts","Recent advances in rapid prototyping technology make it a useful tool in assessing the early designs of not only individual parts but also assemblies. These ",2003
"WirePATH Rapid Tooling Process and Supporting Software Development","Recent developments in Computer Aided Design (CAD) have drastically reduced overall design cycle time and cost. In this paper, wirePATH, a new method for rapid direct tooling, is presented. By using specialized interactive segmentation computer software and wire electrical discharge machining (wire EDM), wirePATH can reduce manufacturing time and cost for injection molds, casting patterns, and dies. Compared to other conventional-mold making methods, wirePATH can reduce fabrication time by as much as 40 to 70%. Wirepath can use a combination of wire EDM and other processes. Our method provides a new means to produce a greater variety in products by changing only portions of the tooling. Segments allow a part of a mold to be replaced to accommodate design changes and repair. WirePATH enables new applications of wire EDM to more complex shapes by bridging the gaps between CAD, our method, wire EDM and conventional manufacturing processes.",2003
"Layered Manufacturing by Electrophotographic Printing","A layered manufacturing technique that uses electrophotography is described where powder is picked up and deposited using a charged photoconducting surface and deposited layer by layer on a build platform. A test bed was designed and constructed to study the application of electrophotography to layered manufacturing. The test bed can precisely deposit powder in the desired shape on each layer. The feasibility of printing powder layer by layer was demonstrated. The electric field required to transfer the powder on to the platform (or onto previously printed layers) was studied. It was found that corona charging the top layer of the part is necessary to continue printing powder as the part height increases.",2003
"Towards Automated Design of Multi-Piece Permanent Molds","Multi-Piece molds, which consist of more than two mold pieces, are capable of producing very complex parts—parts that cannot be produced by the traditional molds. The tooling cost is also low for multi-piece molds, which makes it an ideal candidate for pre-production prototyping and bridge tooling. However, designing multi-piece molds is a time-consuming task. This paper describes geometric algorithms for automated design of multi-piece molds. A Multi-Piece Mold Design Algorithm (MPMDA) has been developed to automate several important mold-design steps: finding parting directions, locating parting lines, creating parting surfaces, and constructing mold pieces. MPMDA constructs mold pieces based on global accessibility analysis results of the part and therefore guarantees the disassembly of the mold pieces. A software system has also been developed and successfully tested on several complex industrial parts.",2003
"Toward Automatic Process Planning of a Multi-Axis Hybrid Laser Aided Manufacturing System: Skeleton-Based Offset Edge Generation","Even though the machining process has been integrated to the Multi-Axis Laser Aided Manufacturing Process (LAMP) System in order to get good surface finish functional parts [1], the quality of parts produced by the LAMP system is still very much dependent upon the choice of deposition paths. [2] Raster motion paths are replaced by offset spiral-like paths, which are discussed in this paper. Most commercial CAD/CAM packages are feature-based, and their use requires the effort and expertise of the user. The shape has to be decomposed into manufacturing features before the software packages can generate the paths. [3] Path planning has long been studied as discussed in this paper. There are still some problems associated with the previous algorithms and also assumptions are usually made. [6, 7, 27] An algorithm for directly generating offset edges, which can be developed to be the deposition paths, is presented in this paper. The skeleton of a layer or a slice of a 3-D CAD drawing is first generated. Based on that skeleton, the offset edges are incrementally constructed. This paper focuses on the characteristics of skeleton and offset edges as well as the construction algorithm for those edges. Simulations are used to verify this method.",2003
"Extracting Freeform Shape Information by Template Fitting","Finding effective and interactive tools for extracting freeform shape information continues to be a challenging problem in reverse engineering. Given a freeform shape, it may be constructed by adding one shape, named a pattern, to another. In this paper, an approach of extracting the pattern by template fitting is proposed. By similarity analysis, a user-defined region of interest in the shape can be matched, or fitted, to a shape template. According to the different methods in constructing the shape, several different kinds of R 3  to R 3  functions are defined. With those functions, the original shape is mapped to the fitted shape template, thus the template can be used as a “ruler” to measure the region of interest in the shape. The measuring results, e.g., the extracted pattern, can be generated through an inverse mapping, thus it can be used in the future design. Several implementations were conducted based on ACIS®  and OpenGL®  in order to verify the proposed method. It is also described how the proposed technique can be applied in practical shape modeling applications.",2003
"Extended Hierarchical Cluster Analysis for the Decomposition of Complex Design Problems","This paper presents a new decomposition method for partitioning complex design problems based on an extended Hierarchical Cluster Analysis (HCA). After a complex design problem is represented using a function-parameter incidence matrix, this new decomposition method allows transforming the originally unorganized matrix into a block-angular form matrix. By means of the resulting matrix, a coordination part and design blocks can be further identified and obtained. In particular, the extended HCA plays an important role in this method, contributive to aligning all non-zero elements, also known as 1s elements, of the matrix along its main diagonal as compactly as possible. As such, a post process, called Partition Point Analysis (PPA), can be further applied to the matrix to finally form the coordination part and the related design blocks, subject to such decomposition criteria as block size and coordination size limits. A powertrain design example is employed for illustration of the decomposition method newly developed.",2003
"Assembly Synthesis With Subassembly Partitioning for Optimal In-Process Dimensional Adjustability","Achieving the dimensional integrity for a complex structural assembly is a demanding task due to the manufacturing variations of parts and the tolerance relationship between them. While assigning tight tolerances to all parts would solve the problem, an economical solution is taking advantage of small motions that joints allow, such that critical dimensions are adjusted ",2003
"Topology Optimization of Multi-Component Structures via Decomposition-Based Assembly Synthesis","A method is presented for synthesizing multi-component structural assemblies with maximum structural performance and manufacturability. The problem is posed as a relaxation of decomposition-based assembly synthesis [1,2,3], where both topology and decomposition of a structure are regarded as variables over a ground structure with non-overlapping beams. A multi-objective genetic algorithm [4,5] with graph-based crossover [6,7,8], coupled with FEM analyses, is used to obtain Pareto optimal solutions to this problem, exhibiting trade-offs among structural stiffness, total weight, component manufacturability (size and simplicity), and the number of joints. Case studies with a cantilever and a simplified automotive floor frame are presented, and representative designs in the Pareto front are examined for the trade-offs among the multiple criteria.",2003
"Quantitative Exploratory Techniques to Simplify Multiple Objectives in Product Design Optimization","The objective of this paper is to develop techniques to sub-group multiple responses of a system. The proposal is intended for explorative preprocessing steps prior to the execution of a more formal multi-objective optimization. The sub-grouping techniques are developed based on orthonormal expansions. Factor Analysis (FA) and Total Sensitivity Analysis (TSA) are suggested when the relationships among responses are linear and non-linear, respectively. Automotive road Noise Vibration and Harshness (NVH) data is used to illustrate the application of the proposed methodologies.",2003
"Multi-Objective Optimisation of Ship Hull With Distributed Applications","In the context of concurrent engineering, this paper presents a quite innovative approach to the collaborative optimisation process, which couples a multi-objective genetic algorithm with an asynchronous communication tool. To illustrate this methodology, three European companies’ collaboration on the optimisation of a ship hull is described. Our study demonstrates that when multi-objective optimisation is carried out in a distributed manner it can provide a powerful tool for concurrent product design.",2003
"Structural Topology Design Optimization for Controlled Crash Behavior","This paper presents a methodology to perform structural topology design optimization for crashworthiness considering a prescribed and safe structural behavior through the dynamic equilibrium equation. This implementation, called here ",2003
"Analytical Target Setting: An Enterprise Context in Optimal Product Design","Engineering design decisions have more value and lasting impact if they are made in the context of the enterprise that produces the designed product. Setting targets that the designer must meet is often done at a high level within the enterprise, with inadequate consideration of the engineering design embodiment and associated cost. For complex artifacts produced by compartmentalized hierarchical enterprises, the challenge of linking the target setting rationale with the product instantiation is particularly demanding. The previously developed analytical target cascading process addresses the problem of translating supersystem design targets into design targets for all systems in a multilevel hierarchically structured product, so that local targets are consistent with each other and allow top targets to be met as closely as possible. In this article the process of rigorously setting the supersystem targets in an enterprise context is explored as a model-based approach termed “analytical target setting.” The effectiveness of linking analytical target setting and cascading is demonstrated in an automotive truck vehicle example.",2003
"Multi-Objective Configuration Optimization With Vehicle Dynamics Applied to Midsize Truck Design","Recent improvements in vehicle propulsion systems, such as hybrid electric and fuel cells, demand new configuration solutions that may be totally different from conventional designs. Packaging of vehicle components is still a new area of research. This paper describes a configuration optimization method based on a multiple objective genetic algorithm. The method is applied to configuration optimization of a mid-size truck, in which two objectives are considered: ground clearance and dynamic behavior. A vehicle packaging model was developed using the commercial CAD software, ACIS, to analyze interference among vehicle components. An eight-degree of freedom model was used to analyze the dynamic behavior of a given configuration for the J-turn maneuver. Parallel computation technology was also incorporated to accelerate the optimization process. The applicability of this method is discussed and exemplified with the design of a mid-size truck for two propulsion systems: conventional diesel and hybrid diesel electric. A set of Pareto solutions is generated in which tradeoff decisions can be made to select a final design.",2003
"A New Mathematical Model for Geometric Tolerances as Applied to Axes","A new mathematical model for representing the geometric variations of lines is extended to include form and accumulation (stackup) of tolerances in an assembly. The model is compatible with the ASME/ANSI/ISO Standards for geometric tolerances. Central to the new model is a Tolerance-Map© , a hypothetical volume of points which corresponds to all possible locations and variations of a segment of a line (the axis) which can arise from tolerances on size, position, orientation, and form. Every Tolerance-Map is a convex set in a metric space. The new model makes stackup relations apparent in an assembly, and these can be used to allocate size and orientational tolerances; the same relations also can be used to identify sensitivities for these tolerances. All stackup relations can be met for 100% interchangeability or for a specified probability. Much of the detail in this paper would probably reside internally to software for designers, yet would not be included in the interface; its workings should be invisible to the user.",2003
"Tolerance Synthesis of Mechanisms: A Robust Design Approach","The paper aims at dimensioning a mechanism in order to make it robust, and synthesizing its dimensional tolerances. The design of a mechanism is supposed to be robust when its performance is as little as sensitive as possible to variations. First, a distinction is made between three sets to formulate a robust design problem; (i) the set of Design Variables (",2003
"Development of a Design Reuse View of Cutting Tool Design Ontology","Knowledge attrition in the cutting tool industry can be mitigated and also the efficiency of the design process can be improved if past design solutions, which are the embodiment of rich expert knowledge, are made easily accessible to the designer for reuse. An effort is underway to realize this desirable situation at Widia Valenite, a company concerned with the design and manufacture of cutting tools. An ontology of cutting tool design exists, however this ontology is too detailed for designers who want quick access to past designs to satisfy new design problems. The potential of this ontology is only realized if a reuse view of the ontology is taken to retrieve design from a database of designs. This work presents the development and validation of the information requirements, in the form of descriptor terms, selected from the ontology for which designers make data entry that allows relevant past designs to be recalled. After these descriptor terms are identified, their success in recalling relevant past designs is demonstrated within a CBR application.",2003
"A Study of Geometric Error Measurement of CNC Machine Tools Using the Improved Planar Encoder System","This paper presents a useful measuring method for rapidly verifying geometric errors using a double-readheads planar encoder system (DRPES). With the calculated model and the various specified test paths, the proposed measuring method provide the rapid performance, simplicity of setup, low cost and pre-process verification of CNC machine tools. Complete setups and procedures for geometric error verification are clearly presented. Experimental results showed that more information on analyzing the types of errors can be obtained and the performance of verification can be further improved. The proposed system completes the geometric verification of a CNC machine tool within one hour.",2003
"Reducing Cycle Time and Errors in the Design and Layout of MEMS","A design methodology is presented which decreases cycle time and opportunities for error through automated execution of a consistent design procedure. The Product Design Generator (PDG) methodology is useful for existing devices with a well-established design process. Two such examples are given, the Thermomechanical In-plane Microactuator (TIM) and the micro force gauge. In both PDGs, the designer inputs a finite set of requirements which automatically updates parametric design models. The necessary analyses are then executed, and product artifacts such as a CAD file, technical document, and test procedures are generated. The application of this method reduces the opportunities for error by ten times for the TIM PDG and five times for the micro force gauge PDG. The design cycle time is reduced from hours to minutes for both devices.",2003
"Approaches of Knowledge-Based Design","Knowledge-based design is a concept for the computer-aided provision and application of different representations of knowledge along the product development process. In this paper, a knowledge taxonomy is proposed, possible applications of knowledge-based design and the resulting benefits are discussed as well as open questions and research needs.",2003
"A Methodology for the Study of the Effects of Communication Method on Design Review Effectiveness","It is necessary for product teams with diverse expertise to communicate during the product development process, notably during design reviews. As this expertise may be distributed across different geographic locations of an organization, design review teams are facing new challenges in effective communication. This paper presents the results of a controlled user study devised to examine the effectiveness of various communication methods for design reviews. Speech only, text only, and free communication methods were chosen to simulate current technologies commonly used in situations of geographic distribution. Primary results from the study include: group design reviews were approximately twice as effective as individual design reviews; free communication produced greater perceived effectiveness than speech only communication, speech only communication produced greater perceived effectiveness than text only communication; and certain personality factors, such as extroversion and intuition, may have contributed to higher productivity in design review teams.",2003
"Development of Knowledge Based System to Facilitate Design of On-Board Car Safety Systems","The development of on-board car safety systems requires an accidentology knowledge base for the development of new functionalities as well as their improvement and evaluation. The Knowledge Discovery in accident Database (KDD) is one of the approaches allowing the construction of this knowledge base. However, considering the complexity of the accident data and the variety of their sources (biomechanics, psychology, mechanics, ergonomics, etc.), the analytical methods of the KDD (clustering, classification, association rules etc.) should be combined with expert approaches. Indeed, there is background knowledge in accidentology which exists in the minds of accidentologist experts and which is not formalized in the accident database. The aim of this paper is to develop a Knowledge Representation Model (KRM) intended to incorporate this knowledge in the KDD process. The KRM is implemented in a knowledge-based system, which provides an expert classification of the attributes characterizing an accident. This expert classification provides an efficient tool for data preparation in a KDD process. Our method consists of combining the modeling systemic approach of complex systems and the modeling cognitive approach KOD (Knowledge Oriented Design) in knowledge engineering.",2003
"Shape Knowledge Indexing Using Invariant Shape Code","Shape knowledge indexing is crucial in both design reuse and knowledge engineering, in which the pivot issue is to establish the unique representation of the invariant shape properties. Treating the shape of the region of interest as a surface signal, in this paper, a local shape-indexing scheme is developed by applying the affine invariant nature of the Fourier spectrum of the spatial shape distribution. The shape-coding scheme is theoretically proven being strictly invariant under affine transformations. A framework applying the invariant shape code in shape knowledge indexing is presented. Associated examples and the quantity analysis results are provided to justify the robustness, simplicity, and adaptability of the proposed shape knowledge-indexing scheme. Further, the proposed approach could be regarded as an alternative choice to represent local shape knowledge, especially for that of freeform features.",2003
"Knowledge Management: A Concept Review","The reality of the Knowledge Management (KM) joins in a multiplicity of ends and situations. In the scientific literature, KM seems to appear as a sort of more or less unified and more or less generative “field of research” of specialists’ community. Nevertheless, a detailed analysis of the scientific production relative to the Knowledge Management shows essentially that the management of knowledge and competence became a preoccupation in a big part of sciences and techniques. This is translated by a big number of actors (university, consultant, industrial, etc.) constituting a community of preoccupations. It deals also with a profusion of publications, various networks and a rising offer of specialized trainings. However, the big variety of points of view and interpretations which join to the knowledge and competence management calls up to a lot of caution as for any other scientific discipline, and invites to understand the senses which are given to them. Indeed, no fundamental scientific result appeared really: literature supplies only approaches which hold more feeling than it is important, or very pragmatic applications, sending back mostly to particular cases of companies.",2003
"A Design Alternatives Assessment and Management Approach","One of the objectives of concurrent engineering has been to integrate more and more knowledge as soon as possible during the product development process. In such a method and owing to designer creativity, new design solutions are carried out. Design alternatives then appear; the differences can be relative to the functions, the technology, the materials or the manufacturing process as well. This paper presents some first specifications in modelling those design alternatives. Much more design solutions can then be kept in designers’ mind instead of focusing on the ",2003
"Knowledge Intensive Collaborative Decision Support for Design Process","Engineering design is essentially a collaborative decision-making process that requires rigorous evaluation, comparison and selection of design alternatives and optimization from a global perspective on the basis of different classes of design criteria. Increasing design knowledge and supporting designers to make right and intelligent decisions can achieve the improvement of the design and design efficiency. This paper develops a knowledge-based decision support model and framework that can be extensively applied for an engineering system, which allows for the seamless / smooth integration of collaborative product development with optimal product performance. The developed hybrid robust design decision support model quantitatively incorporates qualitative design knowledge and preferences of multiple, conflicting attributes stored in a knowledge repository so that a better understanding of the consequences of design decisions can be achieved from an overall perspective. Two new concepts and mechanisms, transforming bridge and regulatory switch, are introduced in integration of decision support models. The results of this work provide a framework for an efficient decision support environment involving distributed resources to shorten the realization of products with optimal life-cycle performance and competitiveness. The developed methodology and framework are generic and flexible enough to be used in a variety of decision problems. Case application and studies for concept evaluation and selection in design for mass customization are provided.",2003
"A Knowledge-Supported System for Engineering Change Impact Analysis","Engineering changes are inevitable in a product development life cycle. The requests for engineering changes can be due to new customer requirements, emergence of new technology, market feedback, or variations of components and raw materials. Each change generates a level of impact on costs, time to market, tasks and schedules of related processes, and product components. Change management tools available today focus on the management of document and process changes. Assessments of change impact are typically based on the “rule of thumb”. Our research has developed a methodology and related techniques to quantify and analyze the impact of engineering changes to enable faster and more accurate decision-making in engineering change management. Reported in this paper are investigations of industrial requirements and fundamental issues of change impact analysis as well as related research and techniques. A framework for a knowledge-supported change impact analysis system is proposed. Three critical issues of system implementation, namely integrated design information model, change plan generator and impact estimation algorithms, are addressed. Finally the benefits and future work are discussed.",2003
"Design Optimization of a Vehicle B-Pillar Subjected to Roof Crush Using Mixed Reactive Taboo Search","The primary obstacle in automated design for crashworthiness is the heavy computational resources required during the optimization processes. Hence it is desirable to develop efficient optimization algorithms capable of finding good solutions without requiring too many model simulations. This paper presents an efficient mixed discrete and continuous optimization algorithm, Mixed Reactive Taboo Search (MRTS), and its application to the design of a vehicle B-Pillar subjected to roof crush conditions. The problem is sophisticated enough to explore the MRTS’ capability of identifying multiple local optima with a single optimization run, yet the associated finite element model (FEM) is not too large to make the computational resources required for global optimization prohibitive. The optimization results demonstrated that a single run of MRTS identified a set of better designs with smaller number of simulation runs, than multiple runs of Sequential Quadratic Programming (SQP) with several starting points.",2003
