title,Abstract,year
"A Multiscale Design Approach With Random Field Representation of Material Uncertainty","A multiscale design approach is proposed in this paper considering the impacts of product manufacturing process and material on product performance. A framework is established to integrate designs of manufacturing process, material and product based on the information flow across these three domains. Random field is employed to realistically model the uncertainty existing in material microstructure which spatially varies in a product inherited from the manufacturing process. An efficient procedure for uncertainty propagation from the material random field to the end product performance is established. To reduce the dimensionality of random field representation, a reduced order Karhunen-Loeve expansion is used with a discretization scheme applied to finite element meshes. The univariate dimension reduction method and the Gaussian quadrature formula are used to efficiently quantify the uncertainties in product performance in terms of its statistical moments, which are critical information for design under uncertainty. A control arm example is used to demonstrate the proposed approach. The impact of the initial microscale porosity random field produced during a casting process on the product damage is studied and a reliability-based design of the control arm is performed.",2008
"Feature-Based Crystal Construction in Computer-Aided Nano-Design","Providing nano engineers and scientists efficient and easy-to-use tools to create geometry conformations that have minimum energies is highly desirable in material design. Recently we developed a periodic surface model to assist the construction of nano structures parametrically for computeraided nano-design. In this paper, we present a feature-based approach for crystal construction. The proposed approach starts to create models of basic features by the aide of periodic surfaces followed by operations between basic features. The goal is to introduce a rapid construction method for complex crystal structures.",2008
"An Approach to Automate Concept Generation of Sheet Metal Parts Based on Manufacturing Operations","This paper describes an approach to automate the design for sheet metal parts that are not only novel and manufacturable but also satisfies multiple objective functions such as material cost and manufacturability. Unlike commercial software tools such as Pro/SHEETMETAL which aids the user in finalizing and determining the sequence of manufacturing operations for a specified component, our approach starts with spatial constraints in order to create the component geometries and helps the designer design. While there is an enormous set of parts that can feasibly be generated with sheet metal, it is difficult to define this space systematically. To solve this problem, we currently have 88 design rules that have been developed for four basic sheet metal operations: slitting, notching, shearing, and bending. A recipe of the operations for a final optimal design is then presented to the manufacturing engineers thus saving them time and cost. The technique revealed in this paper represents candidate solutions as a graph of nodes and arcs where each node is a rectangular patch of sheet metal, and modifications are progressively made to the sheet to maintain the parts manufacturability. They are presented in the form of Standard Tessellation Language files (.stl) that can be transferred into available modeling software for further analysis. The overall purpose of this research is to provide creative designs to the designer granting him/her a new perspective and to check all the solutions for manufacturability in the early stage of design process. An example sheet metal design problem is shown in this paper with some of the preliminary designs that our approach created.",2008
"Energy Characteristic State Model for Automated Conceptual Design of Hydraulic System","A new approach for automated conceptual design of hydraulic system is developed in this paper based on the energy characteristic state model. The energy characteristics of hydraulic systems are firstly represented by qualitative vectors, and the integral hydraulic systems are visualized as a set of subsystems with single-action for synthesis. Then, two categories of basic transformation units are defined from general hydraulic components, and the qualitative matrix representations for these basic transformation units are also established according to the function analysis. Finally, the conceptual design model for hydraulic system is established, in which the design processes of single-action subsystems are transformed into the decomposition of system-level matrices and the matching of component-level matrices. A design example is also given to illustrate the proposed approach.",2008
"A Growth Design Approach for Tolerancing","Tolerancing is an essential part of a product design process. It is traditionally performed after the product structure has been determined. The product precision requirements may not be fully utilized for the decision making for selecting the best structure in the early stage of product design — the conceptual design phase. A growth design method has been proposed for product structure design and concurrent tolerancing, in which the product form and tolerance can be generated in the same way as an organism grows. The basic feature of biology, cell division, has been borrowed as the design guiding principle. Product conceptual model has been built as the basis of form and tolerance growth design. The relationship of product function, structure and tolerance was analysed to explain on what and how they act in product design process. Tolerance mathematic model expressed by screw parameters and expression model based on ",2008
"Port-Based Ontology Modeling for Product Conceptual Design","Ontology has been known as an important means to represent design knowledge in product development, however, most ontology creation has not yet been systematically carried out. Port, as the location of intended interaction between a component and its enviornment, plays an important role in product conceptual design. It constitutes the interface of a component and defines its boundary. This paper introduces an approach, it is convenient to abstractly represent the intended exchange of signals, energy and/or material, and creat and manage port-based domain ontology, to port-based ontology modeling (PBOM) for product conceptual design. In this paper, port concept and port functional description through using natural language are first presented and their semantic synthesis is used to describe port ontology. Secondly, an ontology repository which contains the assorted primitive concepts and primitive knowledge to map the component connections and interactions is built. Meanwhile a model of port-based multi-views which contains functional view, behavior view and configuration view is articulated, and the attributes and taxonomy of ports in a hierarchy are presented. Next, a port-based ontology language (PBOL) is described to represent the process of port ontology refinement, and a port-based FBS modeling framework is constructed to describe system configuration. Furthermore, a formal knowledge framework to manage comprehensive knowledge is proposed, which could help designers create, edit, organize, represent and visualize product knowledge. Finally, a revised tape case is employed to validate the efficiency of the port ontology for product conceptual design and illustrate its application.",2008
"Customizing Products Using Functional Component Matrices","Modern design methodologies have used Function Component Matrices in a variety of different ways in order to support various facets of an engineering design process. The mapping of functions to components can be used to model and capture the dependencies and relationships that exist. This process is accomplished by breaking down complicated functions into smaller, easier to understand functions. This decomposition allows engineers to get a better understanding for how a change in each component within a product will affect the overall operation of the product. Being able to recognize the impact of the propagation of a sub-function change will give designers a better understanding of the flexibility (or lack thereof) of choices they have when designing a product for customization. In turn they can be used to inform the consumer regarding the consequences their customization choices can have on the final product. This paper discusses how a Functional Component Matrix (FCM) can be used to assist in this process of product customization and understanding change propagation.",2008
"Exploiting the Features of ISO GPS Standards to Enhance a Knowledge-Based Method for Product Redesign and Process Reconfiguration","Previous work developed a knowledge-based method named Design GuideLines Collaborative Framework (DGLs-CF), adopted during product redesign and process reconfiguration and aimed at dealing and matching with particular manufacturing and verification technologies, according to ISO GPS concepts. Aim of present work is improving the role of the ISO GPS within the DGLs-CF, not only to raise coherence in terms of concepts, but to gain some important internal and external improvements for the DGLs-CF. The main activity toward achieving this goal is the formalization of DGLs-CF product features by means of the ISO GPS features. The procedure is proposed and the consequences of its application on the elements of the DGLs-CF are evaluated. A case of study as an example of application is also presented. A significant improvement in the DGLs-CF is realized, both in terms of knowledge structure and organization, and in terms of the possibility of interfacing it with other methodologies, tools, and environments.",2008
"Lagrangian Relaxation for Decentralized Decision Making in Engineering Design","To minimize the coordination efforts among design teams and expedite the design process via parallel workflows, a cooperative and decentralized environment is often considered for team-based design. The ",2008
"Design Achievement Model for Planning Creative and Concurrent Design Process","Planning of an upstream design process that includes creative and concurrent activities has become more important for product development in a competitive market. A significant characteristic of upstream planning is that the design process is one of knowledge creation. During this process, a designer makes progress toward a more advanced knowledge level that corresponds to a more advanced design achievement. In most cases of a creative and concurrent design process, however, a designer has to compromise design achievement because of constraints such as delivery time, cost, and another designer’s intention. Therefore, in planning a design process, it is more essential to set an acceptable level of design achievement and to predict whether or not a planned design process can ensure this level, than to predict the design time needed to totally achieve the design goals. This paper proposes a new method of design process planning that focuses on quantitative prediction of knowledge level achieved in a creative and concurrent design process. A growth curve model using fuzzy numbers is introduced to predict the final achievement of each task and final achievement of consistency between tasks after running a planned design process. The reliability model of a serial system is used to calculate the total acceptability of the design achievement. An experimental system that supports design process planning based on the proposed method is developed. This paper demonstrates its application to a student design project in order to show the power of the method.",2008
"Product Realization in the Age of Mass Collaboration","There has been a recent emergence of communities working together in large numbers to develop new products, services, and systems. Collaboration at such scales, referred to as ",2008
"A Proposed Taxonomy for Physical Prototypes: Structure and Validation","This paper introduces a taxonomy of physical prototypes, benchmarking it with existing classifications to elucidate the advantages and disadvantages. The proffered taxonomy is evaluated by three approaches: (i) checking the orthogonality of the individual elements of the taxonomy, (ii) benchmarking the proposed taxonomy with existing classifications of prototypes, and (iii) demonstrating its utility by applying it to classify different prototypes. The results show the proposed taxonomy is capable of distinguishing prototypes with greater precision than what is possible with current classifications. Further, the proposed classification is generally orthogonal, allowing for more consistent delineation between prototypes. However, the findings also reveal that some of the taxa are interdependent; exploring these interdependencies to develop a deeper understanding of how prototyping influences design thinking is the focus of future research.",2008
"An Effective Random Field Characterization for Probability Analysis and Design","So far manufacturing tolerance variability over samples has been widely considered in many engineering design problems. Traditionally the tolerance variability is modeled as a spatially independent random parameter although the variability is a function of spatial variables (",2008
"Bayesian Reliability Analysis With Evolving, Insufficient, and Subjective Data Sets","A primary concern in product design is ensuring high system reliability amidst various uncertainties throughout a product life-cycle. To achieve high reliability, uncertainty data for complex product systems must be adequately collected, analyzed, and managed throughout the product life-cycle. However, despite years of research, system reliability assessment is still difficult, mainly due to the challenges of evolving, insufficient, and subjective data sets. Therefore, the objective of this research is to establish a new paradigm of reliability prediction that enables the use of evolving, insufficient, and subjective data sets (from expert knowledge, customer survey, system inspection & testing, and field data) over the entire product life-cycle. This research will integrate probability encoding methods to a Bayesian updating mechanism. It is referred to as Bayesian Information Toolkit (BIT). Likewise, Bayesian Reliability Toolkit (BRT) will be created by incorporating reliability analysis to the Bayesian updating mechanism. In this research, both BIT and BRT will be integrated to predict reliability even with evolving, insufficient, and subjective data sets. It is shown that the proposed Bayesian reliability analysis can predict the reliability of door closing performance in a vehicle body-door subsystem where the relevant data sets availability are limited, subjective, and evolving.",2008
"Planning on Mistakes: An Approach to Incorporate Error Checking Into the Design Process","Mistakes in the design process have been recognized as a major source of product quality loss. There are several methods currently used to identify and quantify these mistakes. However, these methods typically do not provide a useful context within which to quantitatively incorporate mistakes into the design process in a beneficial way. This paper presents an approach to determine when it is appropriate to perform error checking to eliminate a potential mistake. The proposed approach is intended to be used when time is a limited design resource and design goals are technically attainable. It is proposed that the cost of a mistake can be quantified as the amount of time a mistake adds or subtracts from the overall time required to achieve the design’s objectives. To determine this, an optimization problem is formulated which minimizes time spent in the design process. In this optimization problem the design variables are the binary choice whether or not to perform an error check. The approach is demonstrated in two case studies, one a simple theoretical design problem and the other the design of an I-beam. The results of these case studies demonstrate the approach’s effectiveness, and present several avenues for future work.",2008
"Development of a Probabilistic Model for Mechanistic Evaluation of Reliability of Oil Pipelines Subject to Corrosion-Fatigue Cracking","A model structure for the corrosion-fatigue degradation phenomenon has been proposed for oil pipelines. At first, a well acknowledged model for corrosion-fatigue, such as Wei’s “Super Position Model”, was pursued as a reference. By reiterating the reference model using generic data from literature and applying Monte Carlo simulation, the simplest possible structure for the model was identified. The correlation of the proposed model with the environmental effects, such as loading stress and frequency, surrounding the pipelines were estimated. The sources of random variability emerging from many sources have been reasonably embodied into only two random variables. Yet again, the scarce of field and experimental data for this particular critical degradation phenomenon has compelled the research study to rely profoundly on generic data from open literature. Hence, the best distribution estimates for the two random variables were computed. Subsequent to number of iterations, the proposed model was modified to rather simpler form. All the proposed model forms have been cross checked against the original reference model which resulted in a satisfying agreement.",2008
"Relating Two Domains via a Third: An Approach to Overcome Ambiguous Attributions Using Multiple Domain Matrices","Design Structure Matrices (DSM) and Domain Mapping Matrices (DMM) are commonly used to model and analyze the relationships within one domain (DSM) or between two domains (DMM). Being assembled into one larger square matrix, having DSMs on its diagonal and DMMs in all other fields, a so-called Multiple Domain Matrix (MDM) is formed. When relating two domains using a DMM, a problem arises when the nature of one individual relationship between the two domains is to be described. Usually, this is modeled by annotating each relationship with the additional information, much like comments in spreadsheet software. This, however, is yet impossible if the relationships should be in matrix notation to allow for algorithmic matrix analyses. Equally, this way, the annotations are not accessible as elements of another matrix, e.g. as DSM. This paper suggests a generic principle to solve the described problem in a way consistent with the matrix methodology. It proposes an approach using MDM and is thereby able to unambiguously provide the nature of each relationship between the elements of two domains. As a DSM is a mere case of a DMM having two identical domains, the approach proposed can equally be used to enrich the relationships within a DSM.",2008
"A Unified Framework for Decomposition of Design Structure Matrix and Domain Mapping Matrix","In literature, design structure matrix (DSM), which is a square matrix, has been widely used to address single-domain dependency relationships (e.g., product architecture, process workflow, and organization structure). To extend the DSM efforts, a rectangular matrix becomes a logical format to capture and analyze cross-domain dependency relationships, namely, domain mapping matrix (DMM) [1]. In this context, this paper proposes a unified framework for decomposition of DSM and DMM. The unified framework consists of four methodological phases to offer the functions of DSM clustering, DSM sequencing, and DMM decomposition. To support the development of this framework, various decomposition-related techniques from applied mathematics and engineering design are reviewed. Three matrix examples have been used to illustrate the framework’s applicability.",2008
"Towards Rules for Functional Composition","Functional decomposition is used in conceptual design to divide an overall problem with an unknown solution into smaller problems with known solutions. The procedure for functional decomposition, however, has not been formalized. In a larger effort to understand and develop rules for functional decomposition, this paper develops rules for composition of reverse-engineered functional models. First, the functional basis hierarchy is used in an attempt to compose the functional model of a hair dryer, which does not produce the desired results. Second, a set of rules for composition is presented and applied to the hair dryer functional model. This composed functional model is more similar to the desired decomposition result than the functional model developed by changing hierarchical levels. Ten additional functional models are also composed and the results shown. The findings demonstrate that composition rules can be developed empirically through analysis of functional models.",2008
"A Deterministic Lagrangian-Based Global Optimization Approach for Large Scale Decomposable Problems","We propose a deterministic approach for global optimization of large-scale nonconvex quasiseparable problems encountered frequently in engineering systems design, such as multidisciplinary design optimization and product family optimization applications. Our branch and bound-based approach applies Lagrangian decomposition to 1) generate tight lower bounds by exploiting the structure of the problem and 2) enable parallel computing of subsystems and the use of efficient dual methods for computing lower bounds. We apply the approach to the product family optimization problem and in particular to a family of universal electric motors with a fixed platform configuration taken from the literature. Results show that the Lagrangian bounds are much tighter than convex underestimating bounds used in commercial software, and the proposed lower bounding scheme shows encouraging efficiency and scalability, enabling solution of large, highly nonlinear problems that cause difficulty for existing solvers. The deterministic approach also provides lower bounds on the global optimum, eliminating uncertainty of solution quality produced by popular applications of stochastic and local solvers. For instance, our results demonstrate that prior product family optimization results reported in the literature obtained via stochastic and local approaches are suboptimal, and application of our global approach improves solution quality by about 10%. The proposed method provides a promising scalable approach for global optimization of large-scale systems-design problems.",2008
"A Structure-Based Approach to Measuring Adaptability of Product Design","Adaptable design aims to extend the utilities of designs and products. Adaptability is classified into product and design adaptabilities. Product adaptability indicates that functionality and life can be extended for both economical and environmental benefits. Design adaptability improves design reuse by using existing designs to develop new designs more efficiently. To evaluate adaptable design, it is necessary to develop a method for quantitative measurement of the adaptability of products. A new method has been developed that first analyzes the independencies of functions and functional modules and then evaluates the adaptability of interfaces with two indices, as well as the performances of adaptive requirements. The effectiveness of the proposed method is demonstrated by an illustrative example of personal computer motherboards. The results show that the method can evaluate and reveal product adaptability for improving design and providing innovative design.",2008
"Transformation Facilitators: A Quantitative Analysis of Reconfigurable Products and Their Characteristics","Products that transform into multiple states give access to greater flexibility and functionality in a single system. These “transformers” capture the imagination and can be elegant, compact, and convenient. Mechanical transformers are usually designed ",2008
"Towards Adaptable Architecture","There is a need for products that can automatically adapt to various environmental and working conditions. Since a standard theoretical framework for designing such adaptable products is not yet established, only few rules, generalized methods, software tools, and guidelines for design for adaptability can be found in literature. The goal of this paper is to address issues associated with designing adaptable product architecture and to propose a first step to develop methods and tools to deal with these issues. The paper first gives various definitions and an overview of product adaptability. Then it discusses adaptable product architectures, external conditions, and customer needs that are crucial aspects in designing adaptable products. The research proposes a scheme of an adaptable product that can constitute part of a formalized design method for adaptability. Finally, it illustrates the design choices that should be made to arrive at an adaptable product architecture.",2008
"Should Designers Worry About Market Systems?","Engineering approaches for optimizing designs within a market context generally take the perspective of a single producer, asking what design and price point will maximize producer profit predicted by consumer choice simulations. These approaches treat competitors and retailers as fixed or nonexistent, and they take business-oriented details, such as the structure of distribution channels, as separate issues that can be addressed ",2008
"A Pareto Approach to Aligning Public and Private Objectives in Vehicle Design","The quest for producing vehicles friendlier to the environment is often impeded by the fact that a producer private good objective, such as maximum profit, competes with the public good objective of minimizing impact on the environment. Contrary to commercial claims, there may be no defined decision maker in the vehicle production and consumption process who takes ownership of the public good objective, except perhaps the government. One way ecofriendly products could become more successful in the marketplace is if public and private good objectives become more aligned to each other. This paper introduces three metrics for comparing Pareto curves in bi-objective problems in terms of relative level of objective competition. The paper also presents a quantitative way of studying an individual firm’s trade-off between profit and fuel consumption for automotive products, currently undergoing an historic evolution in their design. We show how changes in technology, preferences, competition, and regulatory scenarios lead to Pareto frontier changes, possibly eliminating it altogether.",2008
"Optimal Product Design Under Price Competition","Engineering optimization methods for new product development model consumer demand as a function of product attributes and price in order to identify designs that maximize expected profit. However, prior approaches have ignored the ability of competitors to react to a new product entrant; thus these methods can overestimate expected profit and select suboptimal designs that perform poorly in a competitive market. We propose an efficient approach to new product design accounting for competitor pricing reactions by imposing Nash and Stackelberg conditions as constraints, and we test the method on three product design case studies from the marketing and engineering design literature. We find that a Stackelberg leader strategy generates higher profit than a Nash strategy. Both strategies are superior to ignoring competitor reactions: In our case studies, ignoring price competition results in overestimation of profits by 12%–79%, and accounting for price competition increases realized profits by up to 3.4%. The efficiency, convergence stability, and ease of implementation of the proposed approach enables practical implementation for new product design problems in competitive markets.",2008
"Multi-Category Design of Bundled Products for Retail Channels Considering Demand Uncertainty and Competition","Modern retailers now control in excess of 70% of many markets and thereby control the access manufacturers have to the end customer. Success of a new product design therefore depends upon acceptance of the product by the powerful retailer as well as the end customer. One prevalent approach to increasing both retailer and manufacturer revenues is to improve the attractiveness of a product offering by bundling related items together for one price. To be most effective, bundled products should be developed with an integrated design approach that seeks to achieve utility for the end customer as well as cost efficiencies through measures such as using common parts. We propose a bundled product design approach that endogenizes the profit maximizing prices set by the channel controlling (monopolist) retailer. The approach accounts for demand dependencies between the product categories and thus the impact of the bundle and cross-category competition on proposed engineering designs is known. Additionally, the approach simultaneously considers uncertainty in engineering design, competing manufacturer product attributes and customer preferences to ensure acceptable product profitability and market share under interval uncertainty. A bundled product design case study is presented for two complimentary power tools. Manufacturer profit and market share are optimized both deterministically and under uncertainty. We find that considering demand dependencies can create optimal bundle and individual product designs that increase profits for both retailer and manufacturer.",2008
"Optimal Experimental Design of Human Appraisals for Modeling Consumer Preferences in Engineering Design","Human appraisals are becoming increasingly important in the design of engineering systems to link engineering design attributes to customer preferences. Human appraisals are used to assess consumers’ opinions of a given product design, and are unique in that the experiment response is a function of both the product attributes and the respondents’ demographic attributes. The design of a human appraisal is characterized as a split-plot design, in which the respondent demographic attributes form the whole-plot factors while the product attributes form the split-plot factors. The experiments are also characterized by random block effects, in which the design configurations evaluated by a single respondent form a block. An experimental design algorithm is needed for human appraisal experiments because standard experimental designs often do not meet the needs of these experiments. In this work, an algorithmic approach to identify the optimal design for a human appraisal experiment is developed, which considers the effects of respondent fatigue and the block and split-plot structure of such a design. The developed algorithm seeks to identify the experimental design which maximizes the determinant of the Fisher Information Matrix, labeled as the ",2008
"Elicitation and Modeling of Customers’ Preferences in Industrial Design: A Comparative Study on Vehicle Front End","The understanding of customer preference, in relation to product attributes, is a key challenge in industrial design. It is based on preference measurement, which is a complex task, crucial for sound design decisions. In this paper, we study experimentally the influence of the preference elicitation method on the results of the test. For this, we designed a case study concerning the perception of vehicle’s front-end by a panel of subjects. Two different preference elicitation methods were used in the same session: direct rating on a scale, and pairwise comparison. Conjoint Analysis was used next to model the preference and to compute the part worth of the different design factors. Two conjoint methods were examined: rating based and choice based. The paper presents a comparison of the results of the different modeling with conjoint analysis, in order to assess the reliability and the validity of the models.",2008
"Choice Model Specification in Market-Based Engineering Design","The application of market demand models in engineering design is now a well-established practice. One could consider the archetypical application to be a random utility model used in conjunction with a parametric design representation to optimize the design of a single product with respect to a risk-adjusted measure of profit. Much of the work in this area over the past decade has been focused on various extensions of this archetypical framework, such as problem decomposition and product family design. A wide variety of market demand models have been applied, including models derived from classic economic methods and random utility models spanning from multinomial logit through generalized extreme value to mixed logit. While there has been some discussion of the properties of the various choices of market demand models used in prior work, the most recent work in this area suggests that the consequences of market demand model specification in engineering design problems are both more significant than once realized and not yet fully understood. In this paper, we explore the consequences of market demand model specification specifically in the context of engineering design through both a review of prior work and an illustrative example problem featuring a market demand model parameterized in terms of reservation price. These results demonstrate that choices in market demand model specification — especially those relating to representation of customer heterogeneity — can lead to substantially different conclusions in a discrete product configuration design problem.",2008
"Establishing Correspondence Between Value Functions Used in Market-Based Engineering Design","The benefits of applying market demand models in engineering design have been well established. Arguably the most common approach has been to apply a random utility model, although any representation of market demand based on customers’ responses to surveys or in market situations can be used to this end. In practice, various methods have been used to collect market data through the use of surveys, typically based either on choices from among sets of alternatives or statements of willingness-to-pay. The applicability of the data collected has been limited, however, by the complexity of the relationships between market research methods and market demand models. The prospects of reusing an enormous amount of available market research data and increasing practitioners’ freedom in applying market research data to forecast market demand compel us to investigate the correspondence between market demand models. In this paper, we build on the recent work of Cook and Wissmann to demonstrate a bilateral correspondence between the popular multinomial logit model and Cook’s S-Model. Results from two independent case studies are presented showing that the utility function in a multinomial logit model may be reparameterized as a value function in the S-Model and vice-versa. The techniques demonstrated in this paper for defining direct comparisons between previously incompatible market research methods and demand models provide the practitioner with powerful new capabilities for validating market models, fusing market models to expand customer-based trade spaces, and presenting results to decision-makers in familiar formats.",2008
