title,Abstract,year
"A Method and Software Tool for Automated Gearbox Synthesis","In today’s economy, engineering companies strive to reduce product development time and costs. One approach to assisting this goal is to introduce computer-aided methods and tools earlier in the development process. This requires providing robust design automation methods and tools that can support design synthesis and the generation of alternative design configurations, in addition to automated geometric design. A new method for automated gearbox design, tailored for integration within an existing commercial gearbox analysis tool, is described in this paper. The method combines a rule-based generative approach, based on a previous parallel grammar approach for mechanical gear systems, with domain specific heuristics and stochastic search using simulated annealing. Given design specifications that include a bounding box, the number of required speeds and their target ratios, a range of valid gearbox configurations is generated from a minimal initial configuration. Initial test results show that this new method is able to generate a variety of designs which meet the design specifications. The paper concludes with a discussion of the method’s current limitations and a description of the work currently underway to improve and extend its capabilities.",2009
"Genetic Evolution for the Development of Robust Artificial Neural Network Logic Gates","Control tasks involving dramatic non-linearities, such as decision making, can be challenging for classical design methods. However, autonomous stochastic design methods have proved effective. In particular, Genetic Algorithms (GA) that create phenotypes by the application of genotypes comprising rules are robust and highly scalable. Such encodings are useful for complex applications such as artificial neural net design. This paper outlines an evolutionary algorithm that creates C++  programs which in turn create Artificial Neural Networks (ANNs) that can functionally perform as an exclusive-OR logic gate. Furthermore, the GAs are able to create scalable ANNs robust enough to feature redundancies that allow the network to function despite internal failures.",2009
"Early Design Modeling and Simulation of Behaviors: Case Study of Mobile Work Machine","The early evaluation of a proposed function structure for a product and also, the possibility to expose the potential failures related to this provides that the design process can be modeled in its entirety. However, so far there are no existed suitable models for the early phase of design process. This article presents an integrated approach aimed to explore the behaviors of concept designs in the early design phase. The approach is founded on a combination of Petri net, π-numbers, qualitative physics principles and Design Structure Matrix. The final aim is to implement this method on the SysML modeling language to integrate a simulation approach that is initially not standardized in the language. A second interest of the approach is to provide a coherent simulation framework that can be used as a reference to verify the coherency of other simulation models further in the design process.",2009
"Port-Based Ontology Semantic Similarities for Module Concept Creation","The modularity indicates a one-to-one mapping between functional concepts and physical components. It can allow us to generate more product varieties at lower costs. Functional concepts can be described by precise syntactic structures with functional terms. Different semantic measures can be used to evaluate the strength of the semantic link between two functional concepts from port ontology. In this paper, different methods of modularity based on ontology are first investigated. Secondly, the primitive concepts are presented based on port ontology by using natural language, and then their semantic synthesis is used to describe component ontology. The taxonomy of port-based ontology are built to map the component connections and interactions in order to build functional blocks. Next, propose an approach to computing semantic similarity by mapping terms to functional ontology and by examining their relationships based on port ontology language. Furthermore, several modules are partitioned on the basis of similarity measures. The process of module construction is described and its elements are related to the similarity values between concepts. Finally, a case is studied to show the efficiency of port ontology semantic similarity for modular concept generation.",2009
"A Study of Different Metamodeling Techniques for Conceptual Design","Many high fidelity analysis tools including finite-element analysis and computational fluid dynamics have become an integral part of the design process. However, these tools were developed for detailed design and are inadequate for conceptual design due to complexity and turnaround time. With the development of more complex technologies and systems, decisions made earlier in the design process have become crucial to product success. Therefore, one possible alternative to high fidelity analysis tools for conceptual design is metamodeling. Metamodels generated upon high fidelity analysis datasets from previous design iterations show large potential to represent the overall trends of the dataset. To determine which metamodeling techniques were best suited to handle high fidelity datasets for conceptual design, an implementation scheme for incorporating Polynomial Response Surface (PRS) methods, Kriging Approximations, and Radial Basis Function Neural Networks (RBFNN) was developed. This paper presents the development of a conceptual design metamodeling strategy. Initially high fidelity legacy datasets were generated from FEA simulations. Metamodels were then built upon the legacy datasets. Finally, metamodel performance was evaluated based upon several dataset conditions including various sample sizes, dataset linearity, interpolation within a domain, and extrapolation outside a domain.",2009
"Automatic Virtual Entity Simulation of the Symbolic Schemes Generated in Conceptual Design Processes","The developing new products of high quality, low unit cost, and shortening lead time to markets are the key elements required for enterprises to obtain competitive advantages. In order to improve the creativity and shorten lead time to markets, a methodology of automatic virtual entity simulation of conceptual design results is proposed. At the end of conceptual design, the conceptual design results are expressed in the symbolic schemes generated by the computerized approach with a higher capability to obtain the innovative conceptual design. Then, the symbolic scheme is identified into basic mechanisms and their connections. To the identified basic mechanisms, their kinematic analysis is carried out by matching basic Barranov trusses, and their virtual entities are modeled based on feature-based technique and encapsulated as one design object. Based on the structures of the basic mechanisms and their connections, a space layout to the mechanical system corresponding to the symbolic scheme is fulfilled then. With the pre-assembly approach, all parts in the mechanical system are put onto proper positions where the constraint equations are met. In this way, the virtual entity assembly model of the mechanical system corresponding to the symbolic scheme is set up. Changing the positions of the driving links continually, the virtual entity simulation of the mechanical system will be fulfilled. As a result, with the aid of this approach, we can not only obtain innovative conceptual design results with excellent performances, but also shorten the design time and the cost of product developments.",2009
"A Hybrid Sensitivity Analysis for Use in Early Design","Sensitivity analyses are frequently used during the design process of engineering systems to qualify and quantify the effect of parametric variation on the performance of a system. Two primary types of sensitivity analyses are generally used: local and global. Local analyses, generally involving derivative-based measures, have a significantly lower computational burden than global analyses but only provide measures of sensitivity around a nominal point. Global analyses, generally performed with a Monte Carlo sampling approach and variation-based measures, provide a complete description of a concept’s sensitivity but incur a large computational burden and require significantly more information regarding the distributions of the design parameters in a concept. Local analyses are generally suited to the early stages of design when parametric information is limited and a large number of concepts must be considered (necessitating a light computational burden). Global analyses are more suited towards the later stages of design when more information regarding parametric distributions is available and fewer concepts are being considered. Current derivative-based local approaches provide a significantly different set of measures than a global variation-based analysis. This makes a direct comparison of local to global measures impossible. To reconcile local and global sensitivity analyses, a hybrid local variation based sensitivity (HyVar) approach is presented. This approach has a similar computational burden to a local approach but produces measures in the same format as a global variation-based approach (contribution percentages). This HyVar sensitivity analysis is developed in the context of a functionality-based design and behavioral modeling framework. An example application of the method is presented along with a summary of results produced from a more comprehensive example.",2009
"Integrated Pahl and Beitz and the Theory of Inventive Problem Solving for the Conceptual Design of Multi-Domain Systems","A key challenge facing designers creating innovative products is concept generation in conceptual design. Conceptual design can be more effective when the design space is broad and accelerated by including problem solving and solution triggering tools in its structure. The design space can be broadened by using an integrated design of product and material concepts approach. In this approach, structured analogy is used to transfer underlying principles from a solution suitable in one domain (i.e., product or mechanical domain) to an analogous solution in another domain (i.e., materials domain). The nature of design analogy does not require as full of an exploration of the target domain as would otherwise be necessary; affording the possibility of a more rapid development. The addition of problem solving and solution triggering tools also decreases the design time and/or improves the quality of the final solution. The fulfillment of this is realized through a combination of the Theory of Inventive Problem Solving (TRIZ) proposed by Altshuller, and the systematic approach of Pahl and Beitz, for products that are jointly considered at the material and product level. These types of problems are ones where a designer seeks to fulfill performance requirements placed on the product generally through both the product and the designed material. In this method, the systematic approach of Pahl and Beitz is used as the base method, and TRIZ is used as a means of transferring abstract information about the design problem between the domains with an aim of accelerating the conceptual design process. This approach also allows for cross design approach tools such as S-Field-Model-CAD integration with design repositories to be used to transfer information at different levels of abstraction; expanding the design space and effectively directing the designer. The explanation of this approach is presented through a very simple example of a spring design improvement.",2009
"Empirical Analysis of Transformers in the Development of a Storyboarding Methodology","Transforming products, or more generally transformers, are devices that change state in order to facilitate new, or enhance an existing, functionality. Mechanical transformers relate to products that reconfigure and can be advantageous by providing multiple functions, while often conserving space. A basic example is a foldable chair that can be stowed when not in use, but provides ergonomic and structural seating when deployed. Utilizing transformation can also lead to novel designs that combine functions across domains, such as an amphibious vehicle that provides both terrestrial and aquatic transportation. In order to harness these assets of transformation, the Transformational Design Theory [1] was developed. This theory outlines a set of principles and facilitators that describe and embody transformation for the purpose of systematically assisting the design of transformers. To build on this theory, this paper analyzes a repository of popular transformer toys. Transformer toys are chosen for this study because of their richness in displaying a variety of kinematic aspects of transformation. Through this process, new definitions to describe transformation are garnered and a set of guidelines are developed to further aid designers. The empirical data set of transformer toys is rich in information and provides a basis for application to other fields, such as robotics and consumer products. These insights, in conjunction with the use of storyboarding, create a new method of designing transformers. This paper presents the method and concludes with a validation exercise in the creation of a new transformer toy.",2009
"A Function-Based Strategy for Analysis of Energy Systems in Transportation Vehicles","Six functions are identified as the most critical (“core” functions) to transportation vehicle energy systems. These selections are validated through analysis of 25 function structures as well as observations of a number of existing energy systems. Identifying which of the core functions and which of the energy types are involved in a given energy system is the Core-Function Modeling strategy (CFM strategy). These functions and energy types (the framework of CFM) are used to categorize approximately fifty processes and devices. This list is the Energy Morph Matrix (EMM). An experiment is performed that demonstrates how the EMM can be used as an aid to the concept generation process. The EMM also adapts well to a more automated approach for designing energy systems when used in combination with a search algorithm to identify chains of energy components. By incorporating a metric such as system efficiency or energy density into the search and computing this metric for each chain of energy components, these chains can be ranked and leading candidates can be highlighted for further analysis.",2009
"2D Multi-Objective Placement Algorithm for Free-Form Components","This article presents a generic method to solve 2D multiobjective placement problem for free-form components. The proposed method is a relaxed placement technique combined with an hybrid algorithm based on a genetic algorithm and a separation algorithm. The genetic algorithm is used as a global optimizer and is in charge of efficiently exploring the search space. The separation algorithm is used to legalize solutions proposed by the global optimizer, so that placement constraints are satisfied. A test case illustrates the application of the proposed method. Extensions for solving the 3D problem are given at the end of the article.",2009
"OPAS: Ontology Processing for Assisted Synthesis of Conceptual Design Solutions","This article focuses on a key phase of the conceptual design, the synthesis of structural concepts of solution. Several authors have described this phase of Engineering Design. The Function-Behavior-Structure (FBS) is one of these models. This study is based on the combined use of a modified version of Gero’s FBS model and the latest developments of modeling languages for systems engineering. System Modeling Language (SysML) is a general-purpose graphical modeling language for specifying, analyzing, designing, and verifying complex systems. Our development shows how SysML types of diagrams match with our updated vision of the FBS model of conceptual design. The objective of this paper is to present the possibility to use artificial intelligence tools as members of the design team for supporting the synthesis process. The common point of expert systems developed during last decades for the synthesis of conceptual solutions is that their knowledge bases were application dependent. Latest research in the field of Ontology showed the possibility to build knowledge representations in a reusable and shareable manner. This allows the construction of knowledge representation for engineering in a more generic manner and dynamic mapping of the ontology layers. We present here how processing on ontology allows the synthesis of conceptual solutions.",2009
"Optimization of Machine Product Designs From Deeper Level Characteristics Using Collaboration Theory Concepts","Successfully optimization of product designs calls for the continuous evolution of optimized design solutions, which is best achieved by collaboration among a group of experts who understand the intricacies of the product’s characteristics. The achievement of successful collaborations depends on optimization methodologies that focus on design characteristics located at deeper levels of hierarchically decomposed design problems, and the construction of optimization scenarios that have an explicit goal of maximizing the expected profits that result from the collaboration. This paper proposes methodologies and procedures based on hierarchical optimizations that aim to effectively conduct collaborative product design optimizations. The proposed methodologies are applied to a machine product design, and their effectiveness is demonstrated.",2009
"The Effect of Reward Interdependence of Strategies in Evolutionary Multi-Agent Systems","This paper explores the effect of reward interdependence of strategies in a cooperative evolving team on the performance of the team. Experiments extending the Evolutionary Multi-Agent Systems (EMAS) framework to three dimensional layout are designed which examine the effect of rewarding ",2009
"Approach to Evaluate and Implement Information Systems That Satisfy Your Goals","An information system that works in one application and environment may not work in another. Successful adoption of information systems requires that the organization evaluate candidates to ensure that they satisfy intended goals and consider the backgrounds and capabilities of the users. This paper describes an approach for evaluating and implementing information systems that satisfy technical requirements and organizational goals. Integral to this approach is the use of an assessment instrument consisting of objective-driven rubrics that are redundant to ensure consistency. This approach is applied in an NSF-supported CI-TEAM project to evaluate candidate systems to support an online cyber-collaboratory to enhance product dissection and reverse engineering activities in the classroom and to suggest improvements for the next generation system.",2009
"Bayesian Networks for Set-Based Collaborative Design","A set-based approach to collaborative design is presented, in which Bayesian networks are used to represent promising regions of the design space. In collaborative design exploration, complex multilevel design problems are often decomposed into distributed subproblems that are linked by shared or coupled parameters. Collaborating designers often prefer conflicting values for these coupled parameters, resulting in incompatibilities that require substantial iteration to resolve, extending the design process lead time without guarantee of achieving a good design. In the proposed approach to collaborative design, each designer builds a locally developed Bayesian network that represents regions of interest in his design space. Then, these local networks are shared and combined with those of collaborating designers to promote more efficient local design space search that takes into account the interests of one’s collaborators. The proposed method has the potential to capture a designer’s preferences for arbitrarily shaped and potentially disconnected regions of the design space in order to identify compatible or conflicting preferences between collaborators and to facilitate a compromise if necessary. It also sets the stage for a flexible and concurrent design process with varying degrees of designer involvement that can support different designer strategies such as hill-climbing or region identification. The potential benefits are the capture of expert knowledge for future use as well as conflict identification and resolution. This paper presents an overview of the proposed method as well as an example implementation for the design of an unmanned aerial vehicle.",2009
"Separating Design Optimization Problems for Bounded Rational Designers","This paper presents a method for assessing the quality of progressive design processes that seek to maximize the profitability of the product that is being designed. The proposed approach uses separations, a type of problem decomposition, to model progressive design processes. The subproblems in the separations correspond roughly to phases in the progressive design processes. We simulate the choices of a bounded rational designer for each subproblem using different search algorithms. We consider different types and versions of these search processes in order to determine if the results are robust to the decision-making model. We use a simple two-variable problem to help describe the approach and then apply the approach to assess motor design processes. Methods for assessing the quality of engineering design processes can be used to guide improvements to engineering design processes and generate more valuable products.",2009
"Interactive Functional Reparameterization of Geometric Models","Engineering designs are often determined by functional considerations, yet modeled with purely geometric parameters. Because of this, a difficult part of a design engineer’s job is tracking how changes to the geometric model might alter the functional performance of the design. This paper proposes a design interface that uses temporary functional views of geometric models to augment design engineers, helping them explore design space while continuously apprising them of the implications that modifications have on a design. The basic approach of the proposed interface is to use fast, interactive analysis tools in combination with feedback mechanisms to create temporary, functional design handles on top of the underlying geometric parametric structure. This design exploration tool is implemented in a research CAD system and demonstrated on illustrative examples.",2009
"Entropic Method for Sequencing Discrete Design Decisions","Early stages of engineering design processes are characterized by high levels of uncertainty due to incomplete knowledge. As the design progresses, additional information is externally added or internally generated within the design process. As a result, the design solution becomes increasingly well-defined and the uncertainty of the problem reduces, diminishing to zero at the end of the process when the design is fully defined. In this research a measure of uncertainty is proposed for a class of engineering design problems called ",2009
"Integration of Supply Chain Decisions at the Conceptual Design Stage: A Repository Enabled Decision Tool","A supply chain connects product suppliers, manufacturers, as well as customers with the goal of managerial efficiency. Meanwhile, product design emphasizes the engineering efficiency of a product. Both supply chain management and product design have been drawing attention from numerous researchers. However, there has been only limited research on the integration of product design and supply chain. Despite this fact, there is significant potential for synergy in the integration of engineering and supply chain management, as well as managerial concepts into product design. In the paper, we present a methodology to form this synergistic connection. The methodology presented first generates functional requirements of a product. A design repository is then utilized to synthesize potential components of all sub-functions, providing multiple options for the potential conceptual designs. These concepts are screened by using a Design for Assembly (DfA) index and then a Design for Supply Chain (DfSC) index to select the best concept. An example from the bicycle industry is presented to demonstrate the benefit of supply chain considerations at the conceptual design phase.",2009
"Bayesian Hierarchical Choice Modeling Framework for Capturing Heterogeneous Preferences in Engineering System Design","Choice models play a critical role in enterprise-driven design by providing a link between engineering design attributes and customer preferences. In our previous work, we introduced the hierarchical choice modeling approach to address the special needs in complex engineering system design. The hierarchical choice modeling approach utilizes multiple model levels to create a link between qualitative attributes considered by consumers when selecting a product and quantitative attributes used for engineering design. In this work, the approach is expanded to the Bayesian Hierarchical Choice Modeling (BHCM) framework, estimated using an All-at-Once (AAO) solution procedure. This new framework addresses the shortcomings of the previous method while providing a highly flexible modeling framework to address the needs of complex system design. In this framework, both systematic and random consumer heterogeneity is explicitly considered, the ability to combine multiple sources of data for model estimation and updating is significantly expanded, and a method to mitigate error propagated throughout the model hierarchy is developed. In addition to developing the new choice model approach, the importance of including a complete representation of consumer heterogeneity in the model framework is provided. The new modeling framework is validated using several metrics and techniques. The benefits of the BHCM method are demonstrated in the design of an automobile occupant package.",2009
"A Comparative Study of Data-Intensive Demand Modeling Techniques in Relation to Product Design and Development","This paper presents a comparative study of choice modeling and classification techniques that are currently being employed in the engineering design community to understand customer purchasing behavior. An in-depth comparison of two similar but distinctive techniques — the Discrete Choice Analysis (DCA) model and the C4.5 Decision Tree (DT) classification model — is performed, highlighting the strengths and limitations of each approach in relation to customer choice preferences modeling. A vehicle data set from a well established data repository is used to evaluate each model based on certain performance metrics; how the models differ in making predictions/classifications, computational complexity (challenges of model generation), ease of model interpretation and robustness of the model in regards to sensitivity analysis, and scale/size of data. The results reveal that both the Discrete Choice Analysis model and the C4.5 Decision Tree classification model can be used at different stages of product design and development to understand and model customer interests and choice behavior. We however believe that the C4.5 Decision Tree may be better suited in predicting attribute relevance in relation to classifying choice patterns while the Discrete Choice Analysis model is better suited to quantify the choice share of each customer choice alternative.",2009
"A Mixed Logit Choice Modeling Approach Using Customer Satisfaction Surveys to Support Engineering Design","Choice modeling is critical for assessing customer preferences as a function of product design attributes and customer profile information. Previous works have focused upon the use of survey data in which respondents are presented with a set of simulated product options from which they make a choice. However, such data does not represent real purchase behavior and these surveys require significant time and additional cost to administer. For these reasons, an approach to estimate a choice model using widely available customer satisfaction survey data for actual purchases is developed. Through a close examination of customer satisfaction survey data, several key characteristics are identified, including the lack of defined choice sets and missing choice attributes, the use of subjective measures such as ratings by customers to describe product attributes, multiple collinearity among many of the product attributes, and potentially insufficient attribute variation in the product designs evaluated by the respondents in the survey. A mixed logit based choice modeling procedure is developed in this paper to incorporate the use of both survey ratings as subjective measures and engineering attributes as quantitative measures in the model utility function. In order to accurately reflect choice behavior in actual market conditions, heterogeneity in customer preference is explicitly considered in the demand model. A case study using the Vehicle Quality Survey data acquired from J.D. Power and Associates demonstrates many of the key features of the proposed approach. The estimation results show the mixed logit model to be successful in modeling customer choices at the individual level, demonstrating the potential of being integrated with engineering models for engineering design.",2009
"Methods for Evaluating Suitability of Econometric Demand Models in Design for Market Systems","This paper articulates some of the challenges for what has been an implicit goal of design for market systems research: To predict demand for differentiated products so that counterfactual experiments can be performed based on changes to the product design (i.e., attributes). We present a set of methods for examining econometric models of consumer demand for their suitability in product design studies. We use these methods to test the hypothesis that automotive demand models that allow for nonlinear horizontal differentiation perform better than the conventional functional forms, which emphasize vertical differentiation. We estimate these two forms of consumer demand in the new vehicle automotive market, and find that using an ideal-point model of size preference rather than a monotonic model has model fit but different attribute substitution patterns. The generality of the evaluation methods and the range of demand model issues to be explored in future research are highlighted.",2009
"Usage Coverage Model for Choice Modeling: Principles","Accurately capturing the future demand for a given product is a hard task in today’s new product development initiatives. As customers become more market-savvy and markets continue fragment, current demand models could greatly benefit from exploiting the rich contextual information that exists in customers’ product usage. As such, we propose a Usage Coverage Model (UCM) as a more thorough means to quantify and capture customer demand by utilizing factors of usage context in order to inform an integrated engineering design and choice modeling approach. We start by presenting the principles of the UCM model: terms, definitions, variable classes and relation classes so as to obtain a common usage language. The usage model exhibits the ability to differentiate between individuals’ product performance experiences. With Discrete Choice Analysis, individuals’ performance with a given product is compared against that of competitive products, capturing individual customers’ choice behavior and thereby creating an effective model of product demand. As a demonstration of our methods, we apply our model in a case study regarding the general task of cutting a wood board with a jigsaw tool. We conclude by presenting the scope of future work for the case study and the contribution of the entire current and future work to the field as a whole.",2009
"Assessing Fusibility in Enrichment Methods for Disparate Customer Data Sets","Model fusion of results from disparate survey methodologies is a topic of current interest in both research and practice. Much of this interest has centered on the enrichment of stated-preference results with revealed-preference data, or vice versa, as it is considered that stated preference methods provide more robust trade-off information while revealed preference methods give better information about market equilibria. The motivation for this paper originates in the automotive industry, and is distinct in that it focuses on the reuse of existing data. Practitioners wish to glean as much information as possible from a large body of existing market research data, which may include minimally overlapping datasets and widely varying survey types. In particular, they wish to combine results from different types of stated preference methods. This paper presents two advancements in model fusion. One is a method for reducing data gathered in open-ended methods such as van Westendorp studies to a form amenable to analysis by multinomial logit, thus enabling the comparison of open-ended data to conjoint data on overlapping data sets. The other is a new statistical test for the fusibility of disparate data sets, designed to compare different methods of data comparison. This test is less sensitive than existing tests, which are most useful when comparing data sets that are substantially similar. The new test may thus provide more guidance in the development of new methods for fusing distinct survey types. Two examples are presented: a simple study of cell phone features administered as a test case for this research using both choice-based conjoint and van Westendorp methodologies, and a pair of existing larger-scale studies of automotive features with some attributes common to both studies. These examples serve to illustrate the two proposed methods. The examples indicate both a need for continued testing and several potentially fruitful directions for further investigation.",2009
"A Multi-Scale Design for a Robust Hydrogen Storage Tank","The current research proposes an integrated framework for product design that incorporates simulation-based tools into the early design stage to achieve optimum multi-scale systems. The method to determine the appropriate mesostructure-property relations for the internal material structures of the system is through a topology optimization technique and a multi-scale design process. Specifically, the Reliability-based Topology Optimization (RBTO) and the simulation-based multi-attribute design method are integrated into an Inductive Design Exploration Method (IDEM). The RBTO method is contributed to determine of optimal topologies at the meso-scale. The simulation-based multi-attribute design method is considered for decision support process of the macro-scale systems. The IDEM offers the capability for concurrent design on multiple scales providing an approach for integration of the other two methods. An example of the developed multi-scale design framework is presented in terms of a hydrogen storage tank used in hydrogen fuel cell automotive applications. The multi-scale tank design will feature a high strength mesostructured wall resulting in a large weight reduction.",2009
"Metamorphosis of Periodic Surface Models","A phase transition is a geometric and topological transformation process of materials from one phase to another, each of which has a unique and homogeneous physical property. Providing an initial guess of transition path for further physical simulation studies is highly desirable in materials design. In this paper, we present a metamorphosis scheme for periodic surface (PS) models by interpolation in the PS parameter space. The proposed approach creates multiple potential transition paths for further selection based on three smoothness criteria. The goal is to search for a smooth transformation in phase transition analysis.",2009
