title,Abstract,year
"Derivation of Design Guidelines for Miniature Machine Tools","As has been demonstrated the “microfactory”, which is a miniature manufacturing system proposed by the author and his research group, small machine tools that are comparable in size to their target products lead to large reductions in energy consumption and occupied space. They also increase the flexibility of system reconfiguration because of their low weight and small size. Although it had been thought that micro machine tools might not have sufficient metal cutting capability, experiments showed that were capable of micro mechanical fabrication. However, the design of miniature machine tools has not been fully optimized. For example, the design target of the first prototype, a performable miniature machine (“Micro lathe”), was to make the overall size as small as possible. The author proposed a design evaluation method to roughly estimate machine tool performances during its early design stage. In this paper, the above-mentioned design tool is applied to find suitable miniaturizing strategies. By applying the design tool to the miniaturization of machine tools, it is possible to determine which of the design candidates have the best theoretical performance and which of the local error factors would significantly affect machine performance. From the results of calculation, the tool can clarify the difference of effect of error sources on performances between normal machine tools and miniature machine tools. This leads to some suggestions regarding structures, sizes and suitable machine components. Design guidelines for miniature machine tools can be obtained from the information.",2004
"Automated Symmetry Exploitation in Engineering Analysis","It is well known that one can exploit symmetry to speed-up engineering analysis and improve accuracy, at the same time. Not surprisingly, most CAE systems have standard ‘provisions’ for exploiting symmetry. However, these provisions are inadequate in that they needlessly burden the design engineer with time consuming and error-prone tasks of symmetry detection, symmetry cell construction and reformulation. In this paper, we propose and discuss an automated methodology for symmetry exploitation. First, we briefly review the theory of point symmetry groups that symmetry exploitation rests on. We then address symmetry detection and ‘symmetry cell’ construction. We then address an important concept of boundary mapping of symmetry cells, and relate it to the irreducible representations of point symmetry groups. By formalizing these concepts, we show how automated symmetry exploitation can be achieved, and discuss an implementation of the proposed work within the FEMLAB CAE environment.",2004
"On the Design Synthesis of Multistable Equilibrium Systems","Multistable equilibrium (MSE) systems are a type of adaptable system that can have multiple mechanical configurations requiring no power to maintain the stable configurations. Thus, power is only needed to move among the stable states, and each stable configuration represents a level of adaptability. Since stable equilibrium configurations can be defined by potential energy minima, we base the design of MSE systems on shaping the potential energy curve at desired equilibrium configurations. This view allows one to construct a performance space defined by how well candidate systems meet a desired potential energy curve. By using a Monte Carlo mapping to link the performance space to the design space in tandem with stochastic optimization methods, the designer determines whether or not a certain system topology can be designed as a MSE system. Qualitative and quantitative mapping procedures enable the designer to decide whether or not the desired design lies near the center or periphery of a performance space. This dictates how the optimization is to be executed which in turn informs the designer as to whether or not a feasible limit in the system performance has indeed been reached.",2004
"Optimization of a Semi-Active Shock Absorber Using a Genetic Algorithm","We propose an optimization method for a semi-active shock absorber for use in aircraft landing gear using Carroll’s FORTRAN Genetic Algorithm (GA) Driver. This method is compared with Powell’s conjugate direction method, a nonlinear programming (NP) approach, which uses not gradients, but only function values. In these optimizations, we handle variations in the maximum vertical acceleration of an aircraft during landing caused by the variation of the aircraft mass due to variations in the number of passengers and the amounts of cargo and fuel. The maximum vertical acceleration of an aircraft is set as an objective function to be minimized. Design variables searched in the first step of this optimization are discrete orifice areas formed by the outer surface of a hollow metering pin and a hole in the semi-active shock absorber. The design variable searched in the second step is an orifice area which is controlled based on the mass variation. For the GA runs, the ratio of the total number of optimum and near-optimum solutions to the total number of runs was greater than that for the NP runs. In addition, for the total GA runs, the total number of function evaluations per total number of optimum and near-optimum solutions was greater than that for the total NP runs. The optimum semi-active shock absorber is compared to the optimum passive shock absorber with respect to the variation of the acceleration of the aircraft mass. The ratio of maximum acceleration in the semi-active shock absorber to that in the passive shock absorber is 0.79 when the mass ratio is 0.65 maximum mass and is 0.58 when the mass ratio is 0.31 maximum mass.",2004
"Concurrent Parameter Design Based on Constraint Network","A Concurrent Parameter Design (CPD) based on constraint network method is proposed. Since concurrent design emphasizes solving downstream problems early in the design period, the constraint network, which is used to collect the constraints from the multidisciplinary teams, uses the consistency algorithm to verify the design process early in the process and to assist the designers in determining design variables to reduce the multidisciplinary iterations in concurrent design. A consistency algorithm which is designed using interval arithmetic to refine the intervals is used to obtain a feasible solution space for the designers. Then, the designers choose the parameters in the solution space using their expertise. The constraint network can reduce the modification iterations among the multidisciplinary teams during the concurrent design. The quantitative effect of the downstream constraints can be analyzed before determining the design parameters and potential conflicts can be predicted. A parameter design example about Bogie of Railway Rolling Stock is given to show the validity of the method.",2004
"A Quantitative Analysis of the Evolution of Design Automation Conference Fields","A quick look to the literature related to “Design” points out the fact that traditional fields are covered by a huge quantity of concepts and sub-topics dealing with various research fields. Some of these fields and related concepts are emerging and others are disappearing. The last two decades provided a large variations in the covered fields—probably because of the computers capacity and the knowledge sharing using the internet- We are convinced that is time now for a global understanding of the evolution of the related preoccupations in order to start a new phase that deals with the next guidelines issues in design. Many researchers and gurus have proposed evolution schemes from an epistemological point of view. However, we believe that we still need a pragmatic analysis of what have been done and what is going on now in the various publications that deals with design, conferences and journals. To do so, we present in this paper an approach that lies on the systematic analysis of the International Design Engineering Technical Conference (IDETC-ASME), the Design Conference, the Integrated Design and Manufacturing in Mechanical Engineering (IDMME) and the International Conference in Engineering Design (ICED). We also consider the major reviews and journals related to design such as Computer-Aided Design, Journal of mechanical design and many others. Our proposition, presents a global overview that shows the time-evolution of the topics, the density production, the emerging areas and concepts. We show then that some topics remain with a great interest and other are in a decreasing period. A specific study of what is going on within the Design Automation Conference is provided and an open discussion is started.",2004
"Optimization of Chemical Etching Process in Niobium Cavities","Superconducting niobium cavities are important components of linear accelerators. Buffered chemical polishing (bcp) on the inner surface of the cavity is a standard procedure to improve its performance. The quality of bcp, however, has not been optimized well in terms of the uniformity of surface smoothness. A finite element computational fluid dynamics (cfd) model was developed to simulate the chemical etching process inside the cavity. The analysis confirmed the observation of other researchers that the sections closer to the axis of the cavity received more etching than other regions. A baffle was used by lanl personnel to direct the flow of the etching fluid toward the walls of the cavity. A new baffle design was tined using optimization techniques. The redesigned baffle significantly improves the performance of the etching process. To verify these results an experimental setup for flow visualization was created. The setup consists of a high speed, high resolution ccd camera. The camera is positioned by a computer-controlled traversing mechanism. A dye injecting arrangement is used for tracking the fluid path. Experimental results are in general agreement with computational findings.",2004
"An Efficient Weighting Update Method to Achieve Acceptable Consistency Deviation in Analytical Target Cascading","Weighting coefficients are used in Analytical Target Cascading (ATC) at each element of the hierarchy to express the relative importance of matching targets passed from the parent element and maintaining consistency of linking variables and consistency with designs achieved by subsystem child elements. Proper selection of weight values is crucial when the top level targets are unattainable, for example when “stretch” targets are used. In this case, strict design consistency cannot be achieved with finite weights; however, it is possible to achieve arbitrarily small inconsistencies. This article presents an iterative method for finding weighting coefficients that achieve solutions within user-specified inconsistency tolerances and demonstrates its effectiveness with several examples. The method also led to reduced computational time in the demonstration examples.",2004
"A Comparison of Commonality Indices for Product Family Design","Today’s highly competitive and global marketplace is redefining the way companies do business: many companies are being faced with the challenge of providing as much variety as possible for the market with as little variety as possible between products. In order to achieve this, product families have been developed, allowing the realization of a sufficient variety of products to meet the customers’ demands while keeping costs relatively low. The challenge when designing a family of products is in resolving the tradeoff between product commonality and distinctiveness: if commonality is too high, products lack distinctiveness, and their individual performance is not optimized; on the other hand, if commonality is too low, manufacturing costs will increase dramatically. Toward this end, several commonality indices have been proposed to assess the amount of commonality within a product family. In this paper, we compare and contrast six of the commonality indices from the literature based on their ease of data collection, repeatability and consistency. Eight families of products are dissected and analyzed, and the commonality of each product family is computed using each commonality index. The results are then analyzed and compared, and recommendations are given on their usefulness for product family design. This study lays a foundation for understanding the relationship between different platform leveraging strategies and the resulting degree of commonality within a product family.",2004
"A System Approach to Simulation-Based Design Under Uncertainty, Through Best in Class Simulation Process Integration and Design Optimization","The importance of design robustness and reliability is a well-established notion and practice in today’s industry. Manufacturing companies strive to achieve Six-Sigma quality measures. While Virtual Prototyping is a key-factor in accelerating the product development process while reducing development costs, it has not contributed in the quest for improved product reliability and robustness performance since it is based on deterministic approaches. This paper provides a systematic approach to design for six-sigma simultaneously addressing variability and uncertainty present in real life on most design parameters. An example from the automotive industry illustrates the methodologies.",2004
"A Comparative Study of Constraint Programming Techniques Over Intervals in Preliminary Design","Three families of methods coexist for managing uncertainty (i.e. representing and propagating) of the product data during the preliminary design stages, namely: fuzzy methods, probabilistic methods and Constraint Programming (CP) methods. CP methods over reals are, up to now, the least frequently used approaches but they are worth being studied further for a use in design engineering thanks to a number of satisfactory properties and to recent significant advances. They may be roughly considered as a collection of methods that are sophisticated evolutions of interval analysis. The objective of this paper is to assess four of these major methods (namely the {",2004
"Front Structure Design Procedure for Optimal Pedestrian Leg Impact Performance","This paper describes a procedure to optimize the front structure of a vehicle for improved performance in the leg impact portion of pedestrian safety regulations proposed by the European Enhanced Vehicle-Safety Committee (EEVC). The first step in this procedure was to perform a simulation of the EEVC leg impact test with detailed finite element models of the EEVC leg impactor and the baseline design of a vehicle front structure. Next, a simplified, parametric finite element model of the vehicle front structure was used with the leg impactor model to simulate the leg impact test, and the results were correlated to the detailed finite element model and the test results. The leg impact simulation with the parametric vehicle model was then incorporated into an optimization procedure developed within the optimization code ISIGHT. In this procedure the parameters that controlled the vehicle geometry and structural stiffness in the simplified model were altered by ISIGHT to improve performance in the leg impact test.",2004
"A Recursive, Line-Intersection Method for Finding the Area of a Mesh Projected Onto a Plane","In this paper, we describe a new approach for computing the area of a mesh projected onto a plane. This approach utilizes the graphics hardware’s line/object intersection capability and a recursive subdivision strategy to achieve performance and precision control. This approach starts from digitizing the projection plane into a grid of rectangular elements. For each element the graphics engine is utilized to check whether projection lines passing through the nodes of the element intersect the object in the model space. If all lines intersect the object, the element is considered “inside” and its area will be accounted towards the final projection area. If none of the lines has an intersection, the element is considered “outside” and discarded. For those elements that lay along the boundary of the projected area (which means some of their lines intersect the model while others don’t) we subdivide them until they are sufficiently small and the given area tolerance is met. Heuristics are derived for deciding the initial grid resolution and the level of subdivisions needed to meet/exceed a given area tolerance. Implementation results are demonstrated and compared with a classic polygon-clipping approach.",2004
"Task Scheduling of Parallel Development Projects Using Genetic Algorithms","Resources for development projects are often scarce in the real world. Generally, many projects are to be completed that rely on a common pool of resources. Besides resource constraints, there exists data dependency among tasks within each project. A genetic algorithm approach with one-point uniform crossover and a refresh operator is proposed to minimize the overall duration or makespan of multiple projects in a resource constrained multi project scheduling problem (RCMPSP) without violating inter-project resource constraints or intra-project precedence constraints. The proposed GA incorporates stochastic feedback or rework of tasks. It has the capability of capturing the local optimum for each generation and therefore ensuring a global best solution. The proposed Genetic Algorithm, with several variants of GA parameters is tested on sample scheduling problems with and without stochastic feedback. This algorithm demonstrates to provide a quick convergence to a global optimal solution and detect the most likely makespan range for parallel projects of tasks with stochastic feedback.",2004
"Dynamic Modeling and Simulation of Parallel Kinematic Machines","This paper presents an effective method for inverse dynamic modeling of a five-axis milling machine with parallel kinematic chains (PKM). For solving the inverse dynamics, the methodology of using the principle of virtual work is introduced, which corrects a theoretic error in formulating the dynamic equations of motions sound in previous literatures. A corresponding computational algorithm for solving the inverse dynamics of the parallel kinematic machine is given and two cases of motion trajectories are calculated to check the proposed method. The corrected dynamic modeling is robust and features higher computational efficiency than other dynamic modeling methods such as recursive Newton-Euler method or Lagrangian formulations. Using this dynamic modeling and simulation method, we can anticipate the dynamic behavior of the five-axis machine and develop a suitable algorithm for motion control and dynamic optimization.",2004
"DRed and Design Folders: A Way of Capturing, Storing and Passing On Knowledge Generated During Design Projects","This paper describes a software tool called DRed (the D esign R ationale ed itor), that allows engineering designers to record their design rationale (DR) at the time of its generation and deliberation. DRed is one of many proposed derivatives of the venerable IBIS concept, but by contrast with other tools of this type, practicing designers appear surprisingly willing to use it. DRed allows the issues addressed, options considered, and associated arguments for and against, to be captured graphically. The software, despite still being essentially a research prototype, is already in use on high profile design projects in an international aerospace company, including the presentation of results of design work to external customers. The paper compares DRed with other IBIS-derived software tools, to explain how it addresses problems that seem to have made them unsuitable for routine use by designers. In addition to the capture and presentation of the DR itself, the set of linked DR graphs can be used to provide a map of the contents of an electronic Design Folder, containing all the documents created by an individual or team during a design project. The structure of the knowledge model instantiated in such a Design Folder is described. By reprising a design case study published at the DTM 2003 conference, concerning the design of a Mobile Arm Support (MAS), the DRed knowledge model is compared with the previously proposed Design Data Model (DDM), to show how it addresses the shortcomings identified in the DDM. Finally the methodology and results of the preliminary evaluation of the use of DRed by aerospace designers are presented.",2004
"Identifying and Tracking Features in Freeform Shape","Building a smooth and well structured surface to fit unstructured 3-D data is always an interesting topic in Computer-Aided Design (CAD). In this paper, a method of approximating complex freeform shapes with parameterized freeform feature templates is proposed. To achieve this, a portion of a digitized 3-Dimensional (3-D) shape should be matched, or fitted, to a deformable shape feature template, where the deformation is a function of intrinsic feature parameters. 3-D shape matching to, possibly sparse, inaccurate or otherwise degraded, freeform surface data is known to be hard. Using a variant of the directed Hausdorff distance measure of shapes, it is shown that convergence towards a shape match is feasible. Based on sensitivity analyses of the shape distance measures, it is determined that adjusting coefficients of the optimization function in different stages of optimizations can accelerate the optimization procedure. By the matching results, a standard deviation-like function is proposed to achieve automatic feature recognition. With the proposed extendable concept, complex freeform shapes are tracked and fitted automatically. Based on a defined interference ratio, interfered feature can also be identified. Numerical experiments were conducted in order to verify the proposed method and to find the maximal degree of feature interference for which matching is successful. It is also described how the presented technique can be applied in shape modeling applications.",2004
"Development of a Production Cost Estimation Framework for Product Family Design","The main task of a product family designer is to decide the right components/design variables to share among products to maintain economies of scale with minimum sacrifice in the performance of each product in the family. The decisions are usually based on several criteria, but production cost is of primary concern. Estimating the production cost of a family of products involves estimating the production cost of each product in the family including the cost effects of common and variant components/design variables in the family. In this paper, we introduce a production cost estimation framework for product family design based on Activity-Based Costing (ABC), which is composed of three stages: (1) allocation, (2) estimation, and (3) analysis. In the allocation stage, the production activities that are necessary to produce all of the products in the family are identified and modeled with an activity table, a resource table, and an activity flow. To allocate the activities to products, a product family structure is represented by a hierarchical classification of the items that form the product family. In the estimation stage, production costs are estimated by converting the production activities to costs using key cost drivers that consume main resources. In the analysis stage, components/design variables for product family design are investigated with resource sharing methods through activity analysis. As an example, the proposed framework is applied to estimate the production cost of a family of cordless power screwdrivers.",2004
"Modeling and Design of Materials for Controlled Wave Propagation in Plane Grid Structures","Formulations for the optimal design of plane grids with maximum band gaps are presented. Periodic band-gap structures prevent waves in certain frequency ranges from propagating. Materials or structures with band gaps have many applications, including frequency filters, vibration protection devices and wave guides. Here, a simple model of a periodic plane grid structure is presented and then an optimization problem is formulated where the structure’s band gap above a particular frequency is maximized by the selective addition of non-structural masses. Numerical implementation issues are discussed and examples are presented.",2004
"An Efficient Pareto Set Identification Approach for Multi-Objective Optimization on Black-Box Functions","Both multiple objectives and computation-intensive black-box functions often exist simultaneously in engineering design problems. Few of existing multi-objective optimization approaches addresses problems with expensive black-box functions. In this paper, a new method called the Pareto set pursing (PSP) method is developed. By developing sampling guidance functions, this approach progressively provides a designer with a rich and evenly distributed Pareto optimal points. This work describes PSP in detail with analysis of its properties. From testing and design application, PSP demonstrates considerable efficiency, accuracy, and robustness. Theoretical proof of convergence of PSP is also given. It is believed that PSP has a great potential to be a practical tool for multi-objective optimization problems.",2004
"Ant Colony Optimization Method for Product Platform Formation","Product platform concepts are often deployed to achieve product variety and hence effective product customization. One of the popular methods to achieve product variety is to ",2004
"The Effects of Different Specifications on the Tolerance-Maps for an Angled Face","A new mathematical model for representing geometric tolerances is applied to a part with an angled face and is extended to show its sensitivity to different specifications for dimensioning and tolerancing the part. The model is compatible with the ASME/ISO Standards for geometric tolerances. Central to the new model is a Tolerance-Map® , a hypothetical volume of points that corresponds to all possible locations and variations of a segment of a plane which can arise from tolerances on size, position, form, and orientation. Every Tolerance-Map is a convex set. This model is one part of a bi-level model that we are developing for geometric tolerances. The new model makes stackup relations apparent in an assembly, and these can be used to allocate size and orientational tolerances; the same relations also can be used to identify sensitivities for these tolerances. All stackup relations can be met for 100% interchangeability or for a specified probability. This paper develops several Tolerance-Maps for a part with an angled end face for different tolerance specifications. These specifications are linear size, angularity, angular size, “linear size & angularity” and “linear & angular size” tolerance. Comparison of Tolerance-Maps for their content for these specifications led to the following conclusions: a) only angular size tolerance is not sufficient for tolerancing an angled face; b) if the value of tolerance remains the same, the allowable variation is more in a part having only an angularity tolerance than in one having only a size tolerance.",2004
"Development of Process Optimization for an Intelligent Knowledge-Based System for Spur Gear Precision Forging Die Design","Forging sequence design is mainly carried out using empirical rules for the design of the intermediate die shapes, in addition to many trail-and-error runs resulting in prolonged development times and higher costs. An integrated optimal design of preform shapes and process conditions approach to minimize the energy required is essential. The research presented in this article aims at developing an optimization algorithm to determine the optimum intermediate die shape-designs that minimize the total energy required during the forging process sequence. It is based on the results obtained in the previous research with focus on knowledge base and database representation to design precision forging solid gears and provide detailed process specification. A three-step algorithm, which addresses gear construction design, manufacturability analysis of gear construction and die-design optimization, is used to generate the parametric gear model and automatically extract design information for manufacturing process planning based on the feature-based parametric design system. Utilization of the shape optimization method for preform stages avoids costly production problems. The optimized approach provides accurate description of all stages involved in the forging process. Forging load and energy required, along with metal flow and detailed geometry specification of die forms for every forging stage are obtained. The forging energy requirements based on this approach are as much as 25% lower than those arrived from die designs based on actual tooth profile geometry.",2004
"Global Stiffness Improvement for Tricept Machine Tools Family","In this paper, an alternate passive leg structure is proposed for Tricept machine tool to form a modified Tricept machine tool. The global stiffness of the modified Tricept is derived and compared with that of the Tricept machine tool. First, the configurations of the Tricept and modified Tricept are introduced respectively. Then, the global velocity equations are derived and the stiffness models of the two configurations are presented and analyzed. Finally, the advantages and disadvantages of the two types of passive leg structure are analyzed and concluded and stiffness simulations are conducted.",2004
"A Parametric Approach to Vehicle Seating Buck Design","Vehicle package development is an important part of the entire vehicle design. It consists of determining the occupant’s spatial environment, the vehicle’s mechanical spatial configuration and the overall exterior/interior dimensions while meeting the engineering requirements, including packaging, structure, manufacturing, etc. Developing and verifying the occupant compartment configuration is usually conducted by using a seating buck. To build a seating buck, vehicle interior surfaces are generated in CAD using vehicle exterior surfaces, package layouts and master sections. During early program stages, this information is scattered, incomplete and constantly changing, which makes the seating buck creation challenging and the package design decision-making more difficult. A new method has been developed to quickly generate the seating buck surfaces from scattered information. It has shown to significantly reduce the time conventionally required for the seating buck surface modeling. This paper documents the method and process and summarizes the potential of the method and its impact on vehicle package design.",2004
"Parameter and Tolerance Constraints Modeling for Assembly","Geometric parameter and tolerance design are two important phase in product design, and will affect the assembly functionality of the product. The aim of the article is to present a new method of parameter and tolerance constraints modeling for assembly. In the nominal domain, a graphical representation of the linkage of geometric constraints is termed the nominal loop circuit (NLC), which helps to formulate the stack path of parameters into parameter equations. In the variational domain, assembly stackup functions are established. In the tolerance domain, tolerance inequations are formulated. The parameter equations, tolerance inequations and assembly stackup functions constitute parameter and tolerance constraints model, which can be used to optimize of parameter and tolerance. The method is demonstrated by a gear pump design problem.",2004
"Fully Free-Form Deformation Features Incorporating Discontinuities",,2004
"Design of Components With Optimized Microstructure","The ability to optimize shape and microstructure creates tremendous potential for designing lightweight high-performance structural components, but this potential can only be realized if design procedures are effectively linked to fabrication techniques. In this paper we describe such links. The key to this work is to base the topology optimization on a unit cell that matches the physical unit cell used in the fabricated object. Distortion and rotation of the unit cell can control effective material properties at all locations within the component by affecting changes in density, degree of anisotropy, and orientation of principle material axes. Advances in solid freeform fabrication (SFF) and related hybrid fabrication techniques make production of components with complex microstructures feasible. This paper describes the complete design process, from specializations of topology optimization to interpretation of optimization results and communication of design information to SFF machines. The process includes a new procedure to establish the orientation of an orthotropic material for multiple loading cases.",2004
"An Integrated Design Support Environment for a Micro-Scale Portable Absorption Cooling System","Portable cooling systems play an important role in assisting human operations in unfriendly environments, such as soldiers continuously working in a desert area for long hours. Typical cooling system designs utilizing a vapor compression cycle driven by electrical power usually have high weights due to batteries and as a result, compromise the effectiveness of the portable cooling system. A self-contained absorption cycle cooling system design based on micro-scale thermal technology has demonstrated unique advantages in minimizing system weight while providing reasonable thermal efficiency. This system adopts a heat actuated absorption/desorption thermal cycle to raise the pressure of the refrigerant vapor without a heavy battery load. Design challenges exist: 1) multi-physics considerations when integrating the thermodynamic and transport models for the heat pump and peripheral component devices; 2) trade-off among multi-functional design requirements of system weight and thermal efficiency, using the inputs of cooling load, heat rejection temperature, and heat transfer characteristics based on the micro-channel geometry. No existing design automation tools are available on the market to directly support these design tasks. In this work, physics-based system-level models are developed and validated against state-of-the-art prototypes. The use of these models is demonstrated through the design of a 150-watt portable cooling system, typically used by the military in desert training. The system modeling methodology is implemented in Java as a part of an Integrated Design Support Environment, and has been used to generate trade-off study results. These results show that the current implementation is effective, and is a significant step toward a complete integrated design support environment to analyze and synthesize high-quality micro-scale portable cooling systems.",2004
"A Conceptual Design Synthesis Framework for Micro-Electro-Mechanical Systems (MEMS)","It is well recognized that conceptual design is the most critical stage of product development process. Yet, existing MEMS (Micro-Electro-Mechanical Systems) design synthesis models or methods are very restrictive in supporting MEMS conceptual design, in that they are only applicable to specific or specific types of designs, where building blocks for design synthesis have to be pre-specified by the designers. To address this problem, this paper proposes a MEMS conceptual design synthesis framework, which consists of a behavior representation that caters for the multidisciplinary MEMS design characteristics and a design synthesis strategy that is able to explore multidisciplinary phenomena for the development of MEMS initial design concepts. The behavior representation incorporates information of both physical interactions and chemical/biological/other reactions that take place during a MEMS device’s behavioral process. The design synthesis is accomplished by both forward and backward synthetic search strategies in identifying the relevant phenomena for the development of the desired behavioral processes. The framework can be used to develop both the physical structure of a MEMS device and the substances that are necessary for the chemical/biological/other reactions. A software prototype implementing the proposed framework is also presented, followed by a MEMS design case study.",2004
"A Survey of the Study of Failure","2003 was a year that a number of accidents broke out in Japan. The sudden increate in accidents and troubles had the people wonder if there is something fundamentally wrong with the way they are running the business. These series of accidents and failure brought much attention to the Study of Failure. The Study of Failure was first published in 1996 and gained national attention in 2000, however, its roots are found in the late 70s. This paper is intended to provide background information about the Study of Failure, where it came from what efforts are underway in Japan. Instead of making precise records of what happened, the Study of Failure concentrates on finding the root cause, which often times is organizational rather than individual, provides ways for effectively recording them and analyzing them so other people can receive the maximum benefit from learning about the events. It has no intention of accusing persons who may have caused the events. There are now publicly available databases and privately developed software based on the studies. The government is putting efforts into educating the people about these subjects.",2004
