title,Abstract,year
"Model Development Under Uncertainty via Conjoint Analysis","Model development decisions are critical in the early phases of engineering design. Engineering models serve as representations of reality that help designers understand input/output relationships, answer ‘what-if’ questions, and find optimal design solutions. Upon making model development decisions, the designer commits a large percentage of the costs associated with reaching design goals/objectives. The decisions dictate cost-drivers such as experimental setups and computation time. Unfortunately, the desire to develop the most accurate model competes with the desire to reduce costs. The designer is ultimately required to make trade-offs between attributes when choosing the best model development decision. Hence it is critical to develop tools for selecting the model development decision that appropriately balances trade-offs. A framework is proposed for model development decision-making. Conjoint Analysis (CA) is implemented in order to handle trade-offs among attributes. Thus, the framework can be used to make optimal decisions based on the assessment of multiple attributes. Moreover, the framework addresses the uncertainty that exists early in model design. Imprecision in model parameters are estimated and propagated through the model. In particular, the proposed decision framework is employed to select the optimal model development decision with respect to the final phase of experimentation. Preference intervals are evaluated in order to choose which final experimentation to perform. The decision framework proves to be useful for making model development decisions under uncertainty by considering the preference of multiple attributes and the imprecision of said attributes that is prevalent in early model development phases.",2012
"Hybrid Manufacturing System Modeling and Development","Reliable and economical fabrication of metallic parts with complicated geometries is of considerable interest for the aerospace, medical, automotive, tooling and consumer products industries. In an effort to shorten the time-to-market, decrease the manufacturing process chain, and cut production costs of products produced by these industries, research has focused on the integration of multiple unit manufacturing processes into one machine. The end goal is to reduce production space, time, and manpower requirements.",2012
"Stochastic Reassembly for Managing the Information Complexity in Multilevel Analysis of Heterogeneous Materials","Efficient and accurate analysis of materials behavior across multiple scales is critically important in designing complex materials systems with exceptional performance. For heterogeneous materials, apparent properties are typically computed by averaging stress-strain behavior in a statistically representative cell. To be statistically representative, such cells must be larger and are often computationally intractable, especially with standard computing resources. In this research, a stochastic reassembly approach is proposed for managing the information complexity and reducing the computational burden, while maintaining accuracy, of apparent property prediction of heterogeneous materials. The approach relies on a hierarchical decomposition strategy that carries the materials analyses at two levels, the RVE (representative volume element) level and the SVE (statistical volume element) level. The hierarchical decomposition process uses clustering methods to group SVEs with similar microstructure features. The stochastic reassembly process then uses t-testing to minimize the number of SVEs to garner their own apparent properties and fits a random field model to high-dimensional properties to be put back into the RVE. The RVE thus becomes a coarse representation, or “mosaic,” of itself. Such a mosaic approach maintains sufficient microstructure detail to accurately predict the macro-property but becomes far cheaper from a computational standpoint. A nice feature of the approach is that the stochastic reassembly process naturally creates an apparent-SVE property database. Thus, material design studies may be undertaken with SVE-apparent properties as the building blocks of a new material’s mosaic. Some simple examples of possible designs are shown. The approach is demonstrated on polymer nanocomposites.",2012
"Concept Analysis for Reconfigurable Products","There has been a significant amount of research investigating the design task of concept analysis, and much research on reconfigurable system design. Despite previous efforts, further research is still needed that explores how concept analysis should best be conducted for reconfigurable systems. Because reconfigurable systems have multiple configurations and different performance levels, additional information is required to understand each concept, making the design selection process more demanding. Desirable functions, concepts for each phase, and concepts for transition methods between configurations all need to be evaluated. In this paper, the fundamental challenges of reconfigurable system analysis are identified. A framework is then developed to evaluate the many options a designer may face when performing the concept analysis phase of reconfigurable system design, identifying the influence of reconfigurable systems on the process. A mini unmanned aerial vehicle case study is used to demonstrate how the framework is applied, and how existing concept analysis tools can be adapted to account for additional criteria. The paper concludes with a review of the contributions of this work and identifies areas of future work.",2012
"Design of Origami Sheets for Foldable Object Fabrication","Reconfigurable structures that are enabled through the integration of multiple materials are important for future design and manufacturing practice. We investigate one of such reconfigurable structures — an origami sheet, which can be designed based on a 3D object and unfolded into a 2D sheet with complex creases. A fabrication approach based on a hybrid manufacturing process by integrating layer-based additive manufacturing and silicon molding techniques is developed. Related challenges on designing creases for given folding requirements and the related material properties are discussed. A novel structure design is presented to ensure the fabricated creases that are in soft materials can be folded and unfolded without failures. The design method can be applied to different scale levels. The origami sheets for test cases in different complexity have been tested. The experimental results illustrate that the designed and fabricated origami sheets can be folded and used for product components with reconfigurable shapes.",2012
"Optimal Design of a Simplified Morphing Blade for Fixed-Speed Horizontal Axis Wind Turbines","The aim of designing the wind turbine blades is to improve the power capture ability. Since the rotor control technology is currently limited to controlling the rotor rotational speed and the pitch of the blades, an increasing concern has been given to the morphing blades. In this paper, a simplified morphing blade is introduced, which has a linear twisted distribution along the span and its shape can be controlled by adjusting the root twisted angle and the tip twisted angle of the blade. Moreover, to evaluate the performances of the wind turbine blades, a numerical code based on the blade element momentum theory is developed and validated. The blade of the NREL Phase VI wind turbine is taken as a reference blade, and the optimization problems associated with the morphing blade and pitch control blade are both formulated. The optimal results show that the morphing blade gives better results than the pitch control blade in terms of produced power. Under the assumption that in a given site, the annual average wind speed is known and the wind speed follows the Rayleigh distribution, we can evaluate the annual energy produced by these three blade types. While the annual average wind speed varies from 5 m/s to 15 m/s, the results show that the optimal morphing blade can increase 23.9 percent to 71.4 percent in annual energy production while the optimal pitch control blade can increase 22.5 percent to 67.4 percent in annual energy production, over the existing twisted pitch fixed blade.",2012
"Optimization of Wind Farm Layout and Wind Turbine Geometry Using a Multi-Level Extended Pattern Search Algorithm That Accounts for Variation in Wind Shear Profile Shape","This paper presents a multi-level Extended Pattern Search algorithm (EPS) to optimize both the local positioning and geometry of wind turbines on a wind farm. Additionally, this work begins to draw attention to the effects of atmospheric stability on wind farm power development. The wind farm layout optimization problem involves optimizing the local position and size of wind turbines such that the aerodynamic effects of upstream turbines are reduced, thereby increasing the effective wind speed at each turbine, allowing it to develop more power. The extended pattern search, employed within a multi-agent system architecture, uses a deterministic approach with stochastic extensions to avoid local minima and converge on superior solutions compared to other algorithms. The EPS presented herein is used in an iterative, hierarchical scheme — an overarching pattern search determines individual turbine positioning, then a sub-level EPS determines the optimal hub height and rotor for each turbine, and the entire search is iterated. This work also explores the wind shear profile shape to better estimate the effects of changes in the atmosphere, specifically the changes in wind speed with respect to height on the total power development of the farm. This consideration shows how even slight changes in time of day, hub height, and farm location can impact the resulting power. The objective function used in this work is the maximization of profit. The farm installation cost is estimated using a data surface derived from the National Renewable Energy Laboratory (NREL) JEDI wind model. Two wind cases are considered: a test case utilizing constant wind speed and unidirectional wind, and a more realistic wind case that considers three discrete wind speeds and varying wind directions, each of which is represented by a fraction of occurrence. Resulting layouts indicate the effects of more accurate cost and power modeling, partial wake interaction, as well as the differences attributed to including and neglecting the effects of atmospheric stability on the wind shear profile shape.",2012
"Policy Design for Sustainable Energy Systems Considering Multiple Objectives and Incomplete Preferences","The focus of this paper is on policy design problems related to large scale complex systems such as the decentralized energy infrastructure. In such systems, the policy affects the technical decisions made by stakeholders (e.g., energy producers), and the stakeholders are coordinated by market mechanisms. The decentralized decisions of the stakeholders affect the sustainability of the overall system. Hence, appropriate design of policies is an important aspect of achieving sustainability. The state-of-the-art computational approach to policy design problem is to model them as bilevel programs, specifically mathematical programs with equilibrium constraints. However, this approach is limited to single-objective policy design problems and is based on the assumption that the policy designer has complete information of the stakeholders’ preferences. In this paper, we take a step towards addressing these two limitations. We present a formulation based on the integration of multi-objective mathematical programs with equilibrium constraints with games with vector payoffs, and Nash equilibra of games with incomplete preferences. The formulation, along with a simple solution approach, is presented using an illustrative example from the design of feed-in-tariff (FIT) policy with two stakeholders. The contributions of this paper include a mathematical formulation of the FIT policy, the extension of computational policy design problems to multiple objectives, and the consideration of incomplete preferences of stakeholders.",2012
"Toward an Interactive Visualization Environment for Architecting Microgrids in Ultra Low Energy Communities","In this paper we describe the development of an interactive visualization tool to support the design and evaluation of microgrid architectures in ultra low energy communities. The work is motivated by recent Department of Defense regulations to reduce energy costs at and increase energy conservation at military installations. Using two sets of energy analysis models derived from existing energy modeling software packages, we illustrate how such a design environment can be used to (1) run a fast, low fidelity model to support an initial trade space exploration, (2) understand key trends and relationships, (3) filter microgrid architectures based on desired constraints, (4) identify architectures of interest, (5) run high fidelity analyses for architectures of interest, and (6) select an architecture and use a map view to change device type locations. The process is demonstrated through a web-based design environment that we prototyped and applied to two design examples. In both cases, promising microgrid architectures are identified from an initial set of 500 randomly generated designs. Manual adjustments of the position and location of the device types were used to further improve system performance. The end result in each case was a microgrid architecture that offered low fixed and operating costs based on the assumed electrical and thermal loads. The prototype effectively illustrates how Visual Analysis might be performed during Steps 4 & 5 of the Army’s Real Property Master Planning Process. Future enhancements to support the design decision-making process are also discussed.",2012
"Integrated Optimization of a Solar-Powered Humidification-Dehumidification Desalination System for Small Communities","Fresh water availability is essential for the economic growth and development, especially in small and semi-isolated communities. In some of these communities fresh water may be scarce, yet brackish water from wells or seawater is often abundantly available. This motivates a need for cost-effective desalination at small scale capacity driven by renewable energy sources. This paper presents an integrated optimization model of a solar powered humidification-dehumidification (HDH) desalination system. The system under investigation is a water-heated system. The design variables include the sizing of solar collectors, storage tank, humidifier and dehumidifier, as well as air circulation flow rate and operating temperature. The objective of the optimization is to minimize the unit cost of the produced fresh water. Thermodynamic performance prediction is done by solving energy and mass balance equations for each of the system components, with consideration to hourly-varying solar irradiance that corresponds to a typical one year cycle. System cost is predicted via first-order estimators. A genetic algorithm is used to obtain the designs optimized for local climate and market. A case study discusses a desalination plant on the Red Sea near the city of Hurgada.",2012
"Prognosis Informed Design Framework for Operation and Maintenance of Wind Turbines","Advances in high performance sensing and signal processing technology enable the development of failure prognosis tools for wind turbines to detect, diagnose, and predict the system-wide effects of failure events. Although prognostics can provide valuable information for proactive actions in preventing system failures, the benefits have not been fully utilized for the operation and maintenance decision making of wind turbines. This paper presents a generic failure prognosis informed decision making tool for wind farm operation and maintenance while considering the predictive failure information of individual turbine and its uncertainty. In the presented approach, the probabilistic damage growth model is used to characterize individual wind turbine performance degradation and failure prognostics, whereas the economic loss measured by monetary values and environmental performance measured by unified carbon credits are considered in the decision making process. Based on the customized wind farm information inputs, the developed decision making methodology can be used to identify optimum and robust strategies for wind farm operation and maintenance in order to maximize the economic and environmental benefits concurrently. The efficacy of proposed prognosis informed maintenance strategy is compared with the condition based maintenance strategy and demonstrated with the case study.",2012
"An Experimental Approach to Assess the Disparities in the Usage Trends of Domestic Electric Lighting","In a country like France, electricity consumption devoted to domestic lighting represents nearly a fifth of the total energy consumption of a building. The use of electric lighting is influenced by several factors such as the building’s structural characteristics, the activities of its occupants, the lighting equipments, and the level of natural light. Designers do take into account, in their energy models, the influence of occupants on the building’s overall energy consumption. However, these models still have some drawbacks regarding the comprehension of real “occupants’ energy behaviors” which play an important role in the discrepancies between predicted and real energy consumptions. The behavioral factors behind occupants’ usage trends of energy are still not thoroughly explored. Therefore, it is assumed that a better comprehension of these behaviors and consumption mechanisms could lead to the identification of technical solutions and energy saving potentials, thus resulting in a more robust building design.",2012
"Designing Resource-Efficient Military Base Camps From a Holistic Perspective","The U.S. Department of Defense (DoD) has recently shown an interest in incorporating resource efficiency into decision-making processes, including decisions that pertain to Forward Operating Military Base Camp (FOB) equipment. Often deployed in environments without access to grid utilities, FOBs require costly deliveries by land or air of resources such as fuel and fresh water. Resource-efficient FOB designs have the potential to reduce supply costs, but competing objectives and uncertain operational conditions complicate the design process. For example, integration of solar photovoltaic panels into existing designs has the potential to reduce the need to burn fuel in generators, however solar panels have up-front logistical and monetary costs that limit widespread use. There are also uncertainties associated with available solar energy and camp electrical loads. The research described here uses computer modeling and simulation of a real FOB subsystem under different operational scenarios to develop configurations of solar panels and batteries that, when integrated with an existing FOB design, maximize resource savings but minimize logistical and monetary costs, showing the benefit of a holistic design strategy that accounts for scenario variation. This research will also show that while different hardware configurations prove most efficient under different scenarios and objectives, certain hardware configurations provide good performance under all scenarios and objectives.",2012
"Wind Farm Layout Optimization Considering Energy Generation and Noise Propagation","Wind farm design deals with the optimal placement of turbines in a wind farm. Past studies have focused on energy-maximization, cost-minimization or revenue-maximization objectives. As land is more extensively exploited for onshore wind farms, wind farms are more likely to be in close proximity with human dwellings. Therefore governments, developers, and landowners have to be aware of wind farms’ environmental impacts. After considering land constraints due to environmental features, noise generation remains the main environmental/health concern for wind farm design. Therefore, noise generation is sometimes included in optimization models as a constraint. Here we present continuous-location models for layout optimization that take noise and energy as objective functions, in order to fully characterize the design and performance spaces of the optimal wind farm layout problem. Based on Jensen’s wake model and ISO-9613-2 noise calculations, we used single- and multi-objective genetic algorithms (NSGA-II) to solve the optimization problem. Preliminary results from the bi-objective optimization model illustrate the trade-off between energy generation and noise production by identifying several key parts of Pareto frontiers. In addition, comparison of single-objective noise and energy optimization models show that the turbine layouts and the inter-turbine distance distributions are different when considering these objectives individually. The relevance of these results for wind farm layout designers is explored.",2012
"An Ensemble Approach for Robust Data-Driven Prognostics","Prognostics aims at determining whether a failure of an engineered system (e.g., a nuclear power plant) is impending and estimating the remaining useful life (RUL) before the failure occurs. The traditional data-driven prognostic approach involves the following three steps: (Step 1) construct multiple candidate algorithms using a training data set; (Step 2) evaluate their respective performance using a testing data set; and (Step 3) select the one with the best performance while discarding all the others. There are three main challenges in the traditional data-driven prognostic approach: (i) lack of robustness in the selected standalone algorithm; (ii) waste of the resources for constructing the algorithms that are discarded; and (iii) demand for the testing data in addition to the training data. To address these challenges, this paper proposes an ensemble approach for data-driven prognostics. This approach combines multiple member algorithms with a weighted-sum formulation where the weights are estimated by using one of the three weighting schemes, namely the accuracy-based weighting, diversity-based weighting and optimization-based weighting. In order to estimate the prediction error required by the accuracy- and optimization-based weighting schemes, we propose the use of the ",2012
"A Hybrid Inference Approach for Health Diagnostics With Unexampled Faulty States","System health diagnostics provides diversified benefits such as improved safety, improved reliability and reduced costs for the operation and maintenance of engineered systems. Successful health diagnostics requires the knowledge of system failures. However, with an increasing complexity it is extraordinarily difficult to have a well-tested system so that all potential faulty states can be realized and studied at product testing stage. Thus, real time health diagnostics requires automatic detection of unexampled faulty states through the sensory signals to avoid sudden catastrophic system failures. This paper presents a hybrid inference approach (HIA) for structural health diagnosis with unexampled faulty states, which employs a two-fold inference process comprising of preliminary statistical learning based anomaly detection and artificial intelligence based health state classification for real time condition monitoring. The HIA is able to identify and isolate the unexampled faulty states through interactively detecting the deviation of sensory data from the known health states and forming new health states autonomously. The proposed approach takes the advantages of both statistical approaches and artificial intelligence based techniques and integrates them together in a unified diagnosis framework. The performance of proposed HIA is demonstrated with a power transformer and roller bearing health diagnosis case studies, where Mahalanobis distance serves as a representative statistical inference approach.",2012
"A Copula Based Sampling Method for Residual Life Prediction of Engineering Systems Under Uncertainty","The success of health prognostics of engineering systems will allow engineers to shift the traditional breakdown and time based maintenance to the state-of-art predictive and condition-based maintenance. Performing the right type of maintenance activity at the right time will minimize maintenance costs and the downtime of engineering systems. However, techniques and methodologies for health prognostics are typically application-specific. This paper aims at developing a generic real time sensor-based prognostic methodology for predicting residual life of engineering systems by modeling explicit relationship between the failure time and the time realizations at different degradation levels. Specifically, a Copula based sampling method is proposed with four technical components for off-line training and on-line life prediction. First of all, degradation signals are pre-processed to have non-decreasing degradation data sets. Next, degradation data sets are dicretized into a certain number of degradation levels with associated time realizations. Then, explicit statistical dependence modeling between the failure time and the time realizations at different degradation levels is conducted using the Bayesian Copula approach and the semi-Copula model. Finally, probability density function of the failure time and the residual life are efficiently predicted using the sampling method provided that we know some true time realizations at a certain number of degradation levels. Residual life predictions of electric cooling fans are employed to demonstrate the proposed method.",2012
"Application of Bayesian Sensor Placement Optimization for Real–Time Health Monitoring","Sensors are being increasingly used for real–time health monitoring of complex systems. The measured quantities are expected to provide real–time information about the state of the system, its subsystems, components, and internal and external physical parameters. A complex system normally requires many sensors to extract required information from the sensed environment. The increasing costs of aging systems and infrastructures have become a major concern and real–time health monitoring systems could ensure increased safety and reliability of these systems. Real–time system health monitoring, assesses the state of systems’ health and, through appropriate data processing and interpretation, can predict the remaining life of the system. This paper introduces a method based on Bayesian networks and attempts to find optimum locations of sensors for the best estimate a system health. Information metrics are used for optimized sensor placement based on the value of information that each possible sensor placement scenario provides.",2012
"An Approach for Revealed Consumer Preferences for Technology Products: A Case Study of Residential Solar Panels","Consumer preferences can serve as an effective basis for determining key product attributes necessary for market success, allowing firms to optimally allocate time and resources toward the development of these critical attributes. However, identification of consumer preferences can be challenging, particularly for technology-push products that are still early on in the technology diffusion S-curve, which need an additional push to appeal to the early majority. This paper presents a method for revealing preferences from actual market data and technical specifications. The approach is explored using three machine learning methods: Artificial Neural Networks, Random Forest decision trees, and Gradient Boosted regression applied on the residential photovoltaic panel industry in California, USA. Residential solar photovoltaic installation data over a period of 5 years from 2007–2011 obtained from the California Solar Initiative is analyzed, and 3 critical attributes are extracted from a pool of 34 technical attributes obtained from panel specification sheets. The work shows that machine learning methods, when used carefully, can be an inexpensive and effective method of revealing consumer preferences and guiding design priorities.",2012
